Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg
2772,21-02-2025,Sneakers,Clothing,1.02,1.34,28,20,12,3,FALSE,Road,699,Kraft Paper Mailer,1.14,0.468
2773,28-01-2025,Office Chair,Furniture,10.76,29.03,56,54,48,4,FALSE,Road,366,Wood Crate,12.41,5.312
2774,23-09-2025,Smartphone,Electronics,0.36,0,14,7,0,8,TRUE,Road,643,Mushroom Pkg (Mycelium),1.74,0.116
2775,14-10-2025,T-Shirt,Clothing,0.3,0.17,24,18,2,2,FALSE,Air,2166,Kraft Paper Mailer,0.52,1.624
2776,11-12-2025,Winter Jacket,Clothing,1.02,3.95,47,42,10,4,TRUE,Air,1592,Kraft Paper Mailer,2.38,15.721
2777,18-05-2025,Laptop,Electronics,2.07,0.21,27,19,2,7,TRUE,Air,1727,Honeycomb Paper,2.23,8.937
2778,02-04-2025,Winter Jacket,Clothing,1.12,4.21,49,43,10,3,TRUE,Air,2263,Kraft Paper Mailer,2.28,23.818
2779,05-05-2025,Smart Watch,Electronics,0.12,0.01,5,5,1,6,TRUE,Air,1711,Honeycomb Paper,1.25,0.513
2780,13-01-2025,Ceramic Vase,Home Decor,1.11,1.26,15,14,30,9,FALSE,Air,1999,Mushroom Pkg (Mycelium),2.3,6.297
2781,17-03-2025,Perfume Bottle,Beauty,0.38,0.03,9,4,4,10,TRUE,Air,1132,Mushroom Pkg (Mycelium),2.15,1.075
2782,07-01-2025,Sneakers,Clothing,0.96,1.25,29,18,12,4,FALSE,Road,182,Cornstarch Foam,1.3,0.114
2783,06-08-2025,Sneakers,Clothing,0.97,1.41,32,20,11,3,FALSE,Air,3000,PLA Bioplastic,1.16,10.575
2784,09-10-2025,Office Chair,Furniture,11.4,34.22,56,65,47,4,FALSE,Road,336,Wood Crate,14.49,5.749
2785,16-01-2025,Winter Jacket,Clothing,1.05,3.39,46,41,9,3,TRUE,Air,1740,Kraft Paper Mailer,1.96,14.747
2786,12-01-2025,T-Shirt,Clothing,0.24,0.1,24,21,1,2,FALSE,Air,2362,Kraft Paper Mailer,0.5,1.417
2787,28-06-2025,Smart Watch,Electronics,0.19,0,4,5,1,6,TRUE,Air,2192,Honeycomb Paper,1.28,1.041
2788,05-05-2025,Perfume Bottle,Beauty,0.45,0.05,10,5,5,9,TRUE,Road,514,Mushroom Pkg (Mycelium),1.98,0.116
2789,07-05-2025,55-Inch TV,Electronics,18.84,7.34,131,70,4,9,TRUE,Road,998,Mushroom Pkg (Mycelium),9.34,9.401
2790,26-11-2025,Glass Table,Furniture,18.53,4.41,102,54,4,9,FALSE,Road,865,Mushroom Pkg (Mycelium),9.21,8.014
2791,20-03-2025,Sofa (Sectional),Furniture,64.04,298.79,218,89,77,8,FALSE,Road,2933,Mushroom Pkg (Mycelium),121.12,438.176
2792,05-08-2025,Sneakers,Clothing,1.18,1.23,27,19,12,5,FALSE,Road,270,Kraft Paper Mailer,1.49,0.166
2793,02-01-2025,Ceramic Vase,Home Decor,1.95,1.48,16,16,29,10,FALSE,Air,1251,Mushroom Pkg (Mycelium),2.78,6.099
2794,13-01-2025,Perfume Bottle,Beauty,0.49,0.04,9,4,5,8,TRUE,Road,600,Bubble Wrap (LDPE),1.8,0.147
2795,30-07-2025,Glass Table,Furniture,15.3,5.08,104,61,4,10,FALSE,Road,82,Mushroom Pkg (Mycelium),8.12,0.627
2796,02-01-2026,Laptop,Electronics,2.34,0.25,30,21,2,8,TRUE,Air,2033,Mushroom Pkg (Mycelium),2.54,11.893
2797,08-02-2025,Sneakers,Clothing,1.12,1.23,31,18,11,3,FALSE,Air,1716,Kraft Paper Mailer,1.09,5.277
2798,15-02-2025,Glass Table,Furniture,12.5,7.02,108,65,5,9,FALSE,Road,1392,Mushroom Pkg (Mycelium),6.8,8.7
2799,11-10-2025,Office Chair,Furniture,13.87,32.83,57,64,45,6,FALSE,Road,2058,Wood Crate,14.33,33.782
2800,15-09-2025,Smart Watch,Electronics,0.17,0,4,4,1,5,TRUE,Road,431,Honeycomb Paper,1.07,0.037
2801,26-02-2025,Office Chair,Furniture,14.6,35.28,60,60,49,5,FALSE,Road,1416,Wood Crate,15.11,24.978
2802,12-05-2025,Winter Jacket,Clothing,1.69,4.56,53,43,10,3,TRUE,Air,1428,Kraft Paper Mailer,2.42,16.279
2803,25-09-2025,Laptop,Electronics,2.09,0.25,30,21,2,7,TRUE,Road,593,Honeycomb Paper,2.24,0.62
2804,17-12-2025,Perfume Bottle,Beauty,0.34,0.05,10,5,5,10,TRUE,Air,991,Mushroom Pkg (Mycelium),2.14,0.842
2805,06-01-2025,Winter Jacket,Clothing,1.73,4.03,53,38,10,3,TRUE,Road,719,Kraft Paper Mailer,2.21,1.449
2806,19-11-2025,Smartphone,Electronics,0.27,0.02,14,7,1,7,TRUE,Road,85,Honeycomb Paper,1.51,0.011
2807,06-05-2025,Shampoo,Beauty,0.87,0.27,21,8,8,4,TRUE,Road,239,PLA Bioplastic,1.15,0.104
2808,01-12-2025,55-Inch TV,Electronics,15.04,6.2,114,68,4,10,TRUE,Road,2722,Mushroom Pkg (Mycelium),8.02,20.469
2809,19-11-2025,Winter Jacket,Clothing,1.5,3.31,46,40,9,4,TRUE,Air,2048,Kraft Paper Mailer,2.12,16.947
2810,21-07-2025,Sofa (Sectional),Furniture,49.78,289,200,85,85,6,FALSE,Road,1250,Wood Crate,116.8,180.625
2811,30-04-2025,Ceramic Vase,Home Decor,1.04,1.06,14,14,27,10,FALSE,Air,2817,Mushroom Pkg (Mycelium),2.42,7.465
2812,30-11-2025,Sneakers,Clothing,0.98,1.47,27,21,13,4,FALSE,Road,634,Kraft Paper Mailer,1.39,0.466
2813,26-04-2025,Winter Jacket,Clothing,1.92,3.6,54,37,9,3,TRUE,Air,1767,Kraft Paper Mailer,2.04,15.903
2814,08-02-2025,Office Chair,Furniture,13.17,36.5,54,65,52,6,FALSE,Road,1642,Wood Crate,15.8,29.966
2815,13-09-2025,Winter Jacket,Clothing,1.53,3.72,48,43,9,4,TRUE,Air,2536,Kraft Paper Mailer,2.29,23.585
2816,28-10-2025,Perfume Bottle,Beauty,0.26,0.04,10,5,4,10,TRUE,Road,189,Mushroom Pkg (Mycelium),2.1,0.025
2817,05-05-2025,Office Chair,Furniture,14.33,42.12,60,65,54,6,FALSE,Road,2377,Wood Crate,18.05,50.06
2818,02-09-2025,Glass Table,Furniture,18.9,4.44,101,55,4,9,FALSE,Road,1886,Mushroom Pkg (Mycelium),9.36,17.823
2819,06-10-2025,Shampoo,Beauty,0.77,0.23,18,8,8,3,TRUE,Air,1114,PLA Bioplastic,0.91,2.144
2820,19-06-2025,Ceramic Vase,Home Decor,2.85,1.3,16,15,27,10,FALSE,Road,277,Mushroom Pkg (Mycelium),3.14,0.395
2821,09-05-2025,Sofa (Sectional),Furniture,42.84,299.3,199,94,80,6,FALSE,Road,2566,Wood Crate,120.92,384.002
2822,23-07-2025,Smartphone,Electronics,0.37,0.02,15,7,1,9,TRUE,Air,1094,Mushroom Pkg (Mycelium),1.95,1.012
2823,29-08-2025,Sneakers,Clothing,1.19,1.41,28,21,12,5,FALSE,Road,452,Kraft Paper Mailer,1.56,0.319
2824,27-03-2025,Perfume Bottle,Beauty,0.25,0.04,9,5,5,10,TRUE,Air,977,Mushroom Pkg (Mycelium),2.1,0.611
2825,04-11-2025,Office Chair,Furniture,14.35,38.56,63,60,51,4,FALSE,Road,747,Wood Crate,16.22,14.402
2826,23-12-2025,Smartphone,Electronics,0.34,0.02,13,6,1,9,TRUE,Air,1839,Mushroom Pkg (Mycelium),1.94,1.563
2827,07-09-2025,Shampoo,Beauty,0.83,0.26,20,8,8,3,TRUE,Road,163,PLA Bioplastic,0.93,0.068
2828,19-08-2025,Glass Table,Furniture,16.57,4.56,100,57,4,9,FALSE,Road,2848,Mushroom Pkg (Mycelium),8.43,23.596
2829,12-01-2025,Sofa (Sectional),Furniture,69.58,345.14,214,96,84,6,FALSE,Road,2246,Wood Crate,139.26,387.592
2830,24-07-2025,Perfume Bottle,Beauty,0.39,0.04,9,5,4,10,TRUE,Road,80,Mushroom Pkg (Mycelium),2.16,0.016
2831,26-02-2025,Shampoo,Beauty,0.62,0.27,21,8,8,5,TRUE,Air,2520,PLA Bioplastic,1.25,3.906
2832,10-11-2025,T-Shirt,Clothing,0.2,0.1,24,21,1,2,FALSE,Air,2619,Kraft Paper Mailer,0.48,1.31
2833,12-06-2025,Ceramic Vase,Home Decor,2.01,1.13,14,15,27,9,FALSE,Air,1789,Mushroom Pkg (Mycelium),2.6,8.99
2834,06-09-2025,Glass Table,Furniture,15.28,4.73,97,61,4,10,FALSE,Road,212,Mushroom Pkg (Mycelium),8.11,1.62
2835,06-10-2025,Laptop,Electronics,1.81,0.11,27,21,1,7,TRUE,Air,2897,Honeycomb Paper,2.12,13.109
2836,20-12-2025,Winter Jacket,Clothing,1.08,3.35,49,38,9,4,TRUE,Road,424,Kraft Paper Mailer,2.14,0.71
2837,22-08-2025,Smartphone,Electronics,0.31,0.02,15,6,1,8,TRUE,Road,657,Mushroom Pkg (Mycelium),1.72,0.102
2838,29-01-2025,Perfume Bottle,Beauty,0.3,0.03,10,4,4,9,TRUE,Air,2154,Mushroom Pkg (Mycelium),1.92,1.615
2839,03-05-2025,Office Chair,Furniture,10.57,37.08,62,65,46,4,FALSE,Road,301,Wood Crate,15.63,5.581
2840,10-11-2025,Smartphone,Electronics,0.27,0,14,7,0,8,TRUE,Air,1438,Mushroom Pkg (Mycelium),1.71,0.971
2841,30-06-2025,Shampoo,Beauty,0.68,0.2,18,8,7,4,TRUE,Air,2926,PLA Bioplastic,1.07,4.974
2842,30-08-2025,Ceramic Vase,Home Decor,1.97,1.13,15,14,27,10,FALSE,Air,943,Mushroom Pkg (Mycelium),2.79,4.644
2843,08-11-2025,Shampoo,Beauty,0.68,0.26,20,8,8,3,TRUE,Air,1333,PLA Bioplastic,0.87,2.266
2844,27-09-2025,Sofa (Sectional),Furniture,65.37,315.33,189,97,86,8,FALSE,Road,1789,Wood Crate,127.73,282.063
2845,24-07-2025,Sneakers,Clothing,1.11,1.1,29,19,10,5,FALSE,Air,2768,Kraft Paper Mailer,1.44,7.681
2846,13-04-2025,Ceramic Vase,Home Decor,2.84,1.1,14,14,28,9,FALSE,Air,1234,Mushroom Pkg (Mycelium),2.94,8.761
2847,23-05-2025,Sneakers,Clothing,1.02,1.07,27,18,11,3,FALSE,Air,1702,Kraft Paper Mailer,1.03,4.553
2848,09-02-2025,Winter Jacket,Clothing,1.86,3.78,45,42,10,2,TRUE,Air,1273,Kraft Paper Mailer,1.91,12.03
2849,03-05-2025,T-Shirt,Clothing,0.18,0.09,24,18,1,1,FALSE,Air,2628,Kraft Paper Mailer,0.27,1.183
2850,29-03-2025,Sneakers,Clothing,1.13,1.38,28,19,13,5,FALSE,Air,1794,Kraft Paper Mailer,1.55,6.189
2851,26-04-2025,Smart Watch,Electronics,0.18,0,5,4,0,5,TRUE,Air,2060,Honeycomb Paper,1.07,0.927
2852,03-05-2025,55-Inch TV,Electronics,23.19,7.17,128,70,4,10,TRUE,Road,318,Mushroom Pkg (Mycelium),11.28,3.687
2853,26-07-2025,Smart Watch,Electronics,0.18,0,5,4,1,4,TRUE,Air,2671,Corrugated Cardboard,0.87,1.202
2854,22-02-2025,Shampoo,Beauty,0.94,0.22,20,8,7,3,TRUE,Air,1041,PLA Bioplastic,0.98,2.446
2855,09-08-2025,Shampoo,Beauty,0.74,0.22,20,8,7,3,TRUE,Air,1419,PLA Bioplastic,0.9,2.625
2856,08-10-2025,Laptop,Electronics,2.13,0.12,28,21,1,9,TRUE,Air,2252,Mushroom Pkg (Mycelium),2.65,11.992
2857,17-01-2025,Ceramic Vase,Home Decor,2.59,1.13,15,14,27,9,FALSE,Road,136,Mushroom Pkg (Mycelium),2.84,0.176
2858,22-06-2025,Laptop,Electronics,1.67,0.13,31,21,1,7,TRUE,Air,2515,Honeycomb Paper,2.07,10.5
2859,30-08-2025,Ceramic Vase,Home Decor,2.07,1.18,15,14,28,10,FALSE,Air,1960,Mushroom Pkg (Mycelium),2.83,10.143
2860,28-10-2025,Smart Watch,Electronics,0.15,0,5,4,0,6,TRUE,Air,1370,Corrugated Cardboard,1.26,0.514
2861,04-06-2025,Winter Jacket,Clothing,1.37,3.49,51,38,9,4,TRUE,Air,2890,Kraft Paper Mailer,2.2,25.215
2862,16-06-2025,Winter Jacket,Clothing,1.29,3.9,50,39,10,4,TRUE,Air,2966,Kraft Paper Mailer,2.36,28.918
2863,27-12-2025,Sofa (Sectional),Furniture,78.1,260.98,202,85,76,8,FALSE,Road,123,Wood Crate,105.99,16.05
2864,26-07-2025,T-Shirt,Clothing,0.2,0.19,27,18,2,1,FALSE,Road,377,Recycled PET Box,0.28,0.038
2865,15-04-2025,Perfume Bottle,Beauty,0.45,0.04,9,5,5,10,TRUE,Air,1203,Mushroom Pkg (Mycelium),2.18,1.353
2866,09-11-2025,Laptop,Electronics,2.36,0.12,30,20,1,9,TRUE,Air,1106,Mushroom Pkg (Mycelium),2.74,6.525
2867,23-07-2025,Laptop,Electronics,1.52,0.25,30,21,2,9,TRUE,Air,1116,Mushroom Pkg (Mycelium),2.41,4.241
2868,28-03-2025,Glass Table,Furniture,19.14,4.33,95,57,4,10,FALSE,Road,327,Mushroom Pkg (Mycelium),9.66,3.129
2869,11-03-2025,T-Shirt,Clothing,0.26,0.19,26,18,2,1,FALSE,Air,1379,Kraft Paper Mailer,0.3,0.896
2870,11-10-2025,Smartphone,Electronics,0.36,0.02,13,6,1,8,TRUE,Air,1264,Mushroom Pkg (Mycelium),1.74,1.138
2871,13-10-2025,Perfume Bottle,Beauty,0.35,0.04,9,4,5,8,TRUE,Air,2501,Mushroom Pkg (Mycelium),1.74,2.188
2872,27-05-2025,Sofa (Sectional),Furniture,64.93,253.78,182,83,84,6,FALSE,Road,2937,Wood Crate,102.71,372.676
2873,23-03-2025,Shampoo,Beauty,0.85,0.24,21,8,7,3,TRUE,Air,859,PLA Bioplastic,0.94,1.825
2874,19-06-2025,Smartphone,Electronics,0.37,0,16,6,0,9,TRUE,Air,2237,Mushroom Pkg (Mycelium),1.95,2.069
2875,30-07-2025,Sneakers,Clothing,0.81,1.18,28,21,10,5,FALSE,Road,588,Kraft Paper Mailer,1.47,0.347
2876,20-10-2025,Shampoo,Beauty,0.96,0.22,20,8,7,3,TRUE,Air,1690,PLA Bioplastic,0.98,4.056
2877,02-02-2025,Smartphone,Electronics,0.37,0,16,6,0,7,TRUE,Road,331,Honeycomb Paper,1.55,0.061
2878,03-09-2025,Laptop,Electronics,2.47,0.27,32,21,2,7,TRUE,Air,2735,Honeycomb Paper,2.39,16.889
2879,04-10-2025,Sofa (Sectional),Furniture,49.72,288.93,205,81,87,6,FALSE,Road,871,Wood Crate,116.77,125.829
2880,04-04-2025,Office Chair,Furniture,11.64,40.95,65,63,50,5,FALSE,Road,214,Wood Crate,17.38,4.382
2881,04-07-2025,T-Shirt,Clothing,0.3,0.08,22,19,1,1,FALSE,Road,740,Kraft Paper Mailer,0.32,0.111
2882,21-02-2025,T-Shirt,Clothing,0.16,0.19,25,19,2,1,FALSE,Air,2680,Kraft Paper Mailer,0.28,1.273
2883,01-09-2025,Sneakers,Clothing,0.85,1.34,29,21,11,3,FALSE,Road,722,Kraft Paper Mailer,1.14,0.484
2884,23-03-2025,Laptop,Electronics,2.06,0.26,31,21,2,7,TRUE,Air,1972,Honeycomb Paper,2.22,10.156
2885,25-06-2025,55-Inch TV,Electronics,18.42,6.75,111,76,4,10,TRUE,Road,2531,Mushroom Pkg (Mycelium),9.37,23.311
2886,03-10-2025,Winter Jacket,Clothing,1.25,4.18,54,43,9,2,TRUE,Air,2383,Kraft Paper Mailer,2.07,24.902
2887,06-07-2025,Laptop,Electronics,1.65,0.22,28,20,2,8,TRUE,Air,2693,Mushroom Pkg (Mycelium),2.26,11.109
2888,29-05-2025,Sneakers,Clothing,1.06,1.49,31,20,12,4,FALSE,Air,856,Kraft Paper Mailer,1.4,3.189
2889,21-05-2025,T-Shirt,Clothing,0.21,0.18,24,19,2,1,FALSE,Air,2341,Kraft Paper Mailer,0.28,1.229
2890,15-08-2025,Laptop,Electronics,2.42,0.12,28,21,1,9,TRUE,Road,359,Mushroom Pkg (Mycelium),2.77,0.434
2891,13-02-2025,Shampoo,Beauty,0.55,0.18,18,7,7,4,TRUE,Road,368,PLA Bioplastic,1.02,0.101
2892,23-10-2025,Shampoo,Beauty,0.97,0.2,20,7,7,4,TRUE,Air,2291,PLA Bioplastic,1.19,5.556
2893,19-02-2025,Shampoo,Beauty,0.87,0.27,21,8,8,3,TRUE,Air,1795,PLA Bioplastic,0.95,3.904
2894,23-03-2025,Glass Table,Furniture,17.07,4.19,97,54,4,9,FALSE,Road,2705,Mushroom Pkg (Mycelium),8.63,23.087
2895,26-03-2025,Ceramic Vase,Home Decor,2.47,1.16,14,13,32,10,FALSE,Air,947,Mushroom Pkg (Mycelium),2.99,5.848
2896,15-05-2025,Laptop,Electronics,1.55,0.13,31,21,1,8,TRUE,Road,764,Mushroom Pkg (Mycelium),2.22,0.592
2897,02-04-2025,T-Shirt,Clothing,0.3,0.2,25,20,2,1,FALSE,Air,1520,Kraft Paper Mailer,0.32,1.14
2898,28-06-2025,Perfume Bottle,Beauty,0.36,0.04,9,4,5,10,TRUE,Air,2387,Mushroom Pkg (Mycelium),2.14,2.148
2899,24-12-2025,Smartphone,Electronics,0.24,0,16,6,0,9,TRUE,Air,944,Mushroom Pkg (Mycelium),1.9,0.566
2900,12-08-2025,Sofa (Sectional),Furniture,55.71,285.44,211,89,76,5,FALSE,Road,1016,Wood Crate,115.18,145.004
2901,23-01-2025,Shampoo,Beauty,0.73,0.2,18,7,8,4,TRUE,Air,1612,PLA Bioplastic,1.09,2.942
2902,23-12-2025,Winter Jacket,Clothing,1.58,3.72,49,38,10,4,TRUE,Air,1424,Kraft Paper Mailer,2.29,13.243
2903,07-02-2025,Glass Table,Furniture,12.51,6.7,103,65,5,9,FALSE,Road,638,Mushroom Pkg (Mycelium),6.8,3.991
2904,08-11-2025,Winter Jacket,Clothing,1.9,3.46,48,36,10,2,TRUE,Air,1734,Kraft Paper Mailer,1.78,14.999
2905,15-11-2025,Sofa (Sectional),Furniture,64.28,269.28,180,88,85,7,FALSE,Road,886,Wood Crate,109.11,119.291
2906,13-05-2025,Glass Table,Furniture,15.15,6.03,104,58,5,10,FALSE,Road,2155,Mushroom Pkg (Mycelium),8.06,16.324
2907,22-05-2025,Sofa (Sectional),Furniture,66.09,266.87,196,92,74,7,FALSE,Road,1737,Wood Crate,108.15,231.777
2908,02-01-2026,Glass Table,Furniture,15.76,4.78,98,61,4,10,FALSE,Road,177,Mushroom Pkg (Mycelium),8.3,1.395
2909,02-06-2025,Ceramic Vase,Home Decor,2.47,1.22,15,14,29,10,FALSE,Air,1771,Mushroom Pkg (Mycelium),2.99,10.936
2910,02-01-2026,Sofa (Sectional),Furniture,68.7,274.14,199,84,82,6,FALSE,Road,528,Wood Crate,110.86,72.373
2911,27-11-2025,Ceramic Vase,Home Decor,2.99,1.64,16,16,32,10,FALSE,Air,1373,Mushroom Pkg (Mycelium),3.2,10.263
2912,04-03-2025,Smart Watch,Electronics,0.11,0,5,5,0,5,TRUE,Air,2047,Honeycomb Paper,1.04,0.563
2913,20-10-2025,Shampoo,Beauty,0.86,0.24,21,8,7,5,TRUE,Road,675,PLA Bioplastic,1.34,0.29
2914,20-10-2025,Shampoo,Beauty,0.6,0.21,19,7,8,3,TRUE,Air,1039,PLA Bioplastic,0.84,1.558
2915,11-06-2025,Sofa (Sectional),Furniture,50.32,244.44,191,81,79,5,FALSE,Road,1819,Wood Crate,98.78,222.318
2916,17-08-2025,Laptop,Electronics,1.84,0.23,30,19,2,7,TRUE,Road,539,Honeycomb Paper,2.14,0.496
2917,06-09-2025,Sofa (Sectional),Furniture,59.21,316.16,214,89,83,8,FALSE,Road,540,Wood Crate,128.06,85.363
2918,07-07-2025,Perfume Bottle,Beauty,0.23,0.04,10,4,5,10,TRUE,Road,660,Mushroom Pkg (Mycelium),2.09,0.076
2919,15-01-2025,T-Shirt,Clothing,0.29,0.09,23,20,1,1,FALSE,Air,1470,Kraft Paper Mailer,0.32,1.066
2920,13-07-2025,55-Inch TV,Electronics,18.54,7.66,126,76,4,9,TRUE,Road,398,Mushroom Pkg (Mycelium),9.22,3.689
2921,04-07-2025,55-Inch TV,Electronics,17.56,9.3,124,75,5,9,TRUE,Road,1765,Mushroom Pkg (Mycelium),8.82,15.497
2922,08-02-2025,Perfume Bottle,Beauty,0.42,0.03,10,4,4,10,TRUE,Air,2029,Mushroom Pkg (Mycelium),2.17,2.13
2923,27-12-2025,Sofa (Sectional),Furniture,74.02,304.36,193,95,83,8,FALSE,Road,736,Wood Crate,123.34,112.004
2924,20-01-2025,55-Inch TV,Electronics,15.23,8.25,125,66,5,10,TRUE,Road,1851,Mushroom Pkg (Mycelium),8.09,14.095
2925,04-05-2025,Shampoo,Beauty,0.74,0.2,18,8,7,4,TRUE,Air,2286,PLA Bioplastic,1.1,4.229
2926,18-12-2025,55-Inch TV,Electronics,15.61,5.86,111,66,4,9,TRUE,Road,2651,Mushroom Pkg (Mycelium),8.04,20.691
2927,05-08-2025,Office Chair,Furniture,13.48,35.59,59,58,52,4,FALSE,Road,157,Wood Crate,15.04,2.794
2928,13-07-2025,Smart Watch,Electronics,0.15,0,5,4,1,5,TRUE,Air,874,Honeycomb Paper,1.06,0.328
2929,24-04-2025,Winter Jacket,Clothing,1.63,3.59,46,39,10,3,TRUE,Road,635,Kraft Paper Mailer,2.04,1.14
2930,04-02-2025,Office Chair,Furniture,10.71,35.08,58,63,48,4,FALSE,Road,395,Wood Crate,14.83,6.928
2931,04-01-2025,Glass Table,Furniture,13.43,4.38,96,57,4,9,FALSE,Road,1609,Mushroom Pkg (Mycelium),7.17,10.804
2932,16-01-2025,Smartphone,Electronics,0.35,0.02,14,6,1,8,TRUE,Air,1883,Mushroom Pkg (Mycelium),1.74,1.648
2933,17-01-2025,Sneakers,Clothing,1.14,1.4,27,20,13,5,FALSE,Road,488,Kraft Paper Mailer,1.56,0.342
2934,17-09-2025,Winter Jacket,Clothing,1.94,3.78,50,42,9,4,TRUE,Air,2256,Kraft Paper Mailer,2.31,21.319
2935,09-08-2025,55-Inch TV,Electronics,22.78,6.99,118,74,4,10,TRUE,Road,2303,Mushroom Pkg (Mycelium),11.11,26.231
2936,12-05-2025,Sofa (Sectional),Furniture,67.35,291.6,216,90,75,7,FALSE,Road,99,Wood Crate,118.04,14.434
2937,26-08-2025,Smart Watch,Electronics,0.16,0,5,5,0,4,TRUE,Air,2613,Corrugated Cardboard,0.86,1.045
2938,24-11-2025,T-Shirt,Clothing,0.2,0.1,25,20,1,1,FALSE,Air,1914,Kraft Paper Mailer,0.28,0.957
2939,15-11-2025,Office Chair,Furniture,11.67,32.81,54,62,49,5,FALSE,Road,1885,Wood Crate,14.12,30.923
2940,04-10-2025,Sneakers,Clothing,0.89,1.25,29,18,12,4,FALSE,Road,543,Kraft Paper Mailer,1.3,0.339
2941,17-06-2025,T-Shirt,Clothing,0.21,0.1,25,20,1,2,FALSE,Air,2135,Kraft Paper Mailer,0.48,1.121
2942,13-09-2025,Shampoo,Beauty,0.82,0.24,21,7,8,4,TRUE,Air,875,PLA Bioplastic,1.13,1.794
2943,03-04-2025,Winter Jacket,Clothing,1.02,3.57,47,38,10,2,TRUE,Air,1750,Kraft Paper Mailer,1.83,15.619
2944,09-01-2025,Sneakers,Clothing,1.19,1.34,32,19,11,3,FALSE,Air,2396,Kraft Paper Mailer,1.14,8.027
2945,27-04-2025,T-Shirt,Clothing,0.19,0.23,27,21,2,2,FALSE,Air,2918,Kraft Paper Mailer,0.49,1.678
2946,09-12-2025,Sofa (Sectional),Furniture,40.83,288,200,96,75,5,FALSE,Road,525,Mushroom Pkg (Mycelium),116.2,75.6
2947,21-09-2025,55-Inch TV,Electronics,23.59,6.7,125,67,4,10,TRUE,Road,684,Mushroom Pkg (Mycelium),11.44,8.068
2948,09-06-2025,Sofa (Sectional),Furniture,55.35,286.53,195,93,79,7,FALSE,Road,1644,Wood Crate,116.01,235.528
2949,08-11-2025,Smart Watch,Electronics,0.2,0,5,4,1,5,TRUE,Air,2554,Honeycomb Paper,1.08,1.277
2950,29-12-2025,55-Inch TV,Electronics,16.69,9.23,130,71,5,10,TRUE,Road,1231,Mushroom Pkg (Mycelium),8.68,10.273
2951,08-03-2025,55-Inch TV,Electronics,23.12,6.65,126,66,4,10,TRUE,Road,988,Mushroom Pkg (Mycelium),11.25,11.421
2952,13-11-2025,Laptop,Electronics,2.06,0.23,32,18,2,9,TRUE,Road,391,Mushroom Pkg (Mycelium),2.62,0.403
2953,05-07-2025,Ceramic Vase,Home Decor,2.97,1.22,14,15,29,10,FALSE,Air,2133,Mushroom Pkg (Mycelium),3.19,15.838
2954,30-08-2025,Sofa (Sectional),Furniture,48.57,329.72,213,90,86,6,FALSE,Road,2729,Wood Crate,133.09,449.903
2955,09-04-2025,55-Inch TV,Electronics,23.28,7.5,125,75,4,10,TRUE,Road,1001,Mushroom Pkg (Mycelium),11.31,11.652
2956,01-04-2025,Sneakers,Clothing,1.15,1.34,32,19,11,3,FALSE,Air,2297,Kraft Paper Mailer,1.14,7.695
2957,04-10-2025,Winter Jacket,Clothing,1.98,3.4,45,42,9,2,TRUE,Air,2352,Kraft Paper Mailer,1.76,19.992
2958,09-03-2025,Glass Table,Furniture,16.53,4.59,94,61,4,10,FALSE,Road,736,Mushroom Pkg (Mycelium),8.61,6.083
2959,16-05-2025,Laptop,Electronics,2.11,0.24,31,19,2,9,TRUE,Air,2586,Mushroom Pkg (Mycelium),2.64,13.641
2960,30-11-2025,Glass Table,Furniture,13.7,5.84,99,59,5,9,FALSE,Road,2913,Mushroom Pkg (Mycelium),7.28,19.954
2961,22-06-2025,Sneakers,Clothing,1.13,1.34,31,18,12,3,FALSE,Road,485,Wood Crate,1.14,0.325
2962,06-09-2025,55-Inch TV,Electronics,16.14,7.07,121,73,4,9,TRUE,Road,1215,Mushroom Pkg (Mycelium),8.26,9.805
2963,08-07-2025,Office Chair,Furniture,11.88,37.9,65,55,53,6,FALSE,Road,1750,Wood Crate,16.36,33.163
2964,26-05-2025,Sofa (Sectional),Furniture,54.68,339.65,217,91,86,7,FALSE,Road,2841,Wood Crate,137.26,482.473
2965,08-06-2025,Sneakers,Clothing,0.84,1.41,32,20,11,5,FALSE,Air,2799,Kraft Paper Mailer,1.56,9.866
2966,08-09-2025,55-Inch TV,Electronics,20.5,6.05,120,63,4,9,TRUE,Road,988,Mushroom Pkg (Mycelium),10,10.127
2967,08-06-2025,Shampoo,Beauty,0.99,0.21,19,7,8,5,TRUE,Road,482,PLA Bioplastic,1.4,0.239
2968,15-11-2025,Smartphone,Electronics,0.39,0,16,7,0,7,TRUE,Air,1153,Honeycomb Paper,1.56,1.124
2969,01-04-2025,Ceramic Vase,Home Decor,2.53,1.18,14,14,30,9,FALSE,Air,2695,Mushroom Pkg (Mycelium),2.81,17.046
2970,29-04-2025,Sneakers,Clothing,0.97,1.28,29,20,11,4,FALSE,Air,1009,Kraft Paper Mailer,1.31,3.229
2971,25-05-2025,Smart Watch,Electronics,0.16,0,4,5,0,6,TRUE,Road,594,Honeycomb Paper,1.26,0.048
2972,23-05-2025,Laptop,Electronics,2.41,0.24,28,21,2,7,TRUE,Road,764,Honeycomb Paper,2.36,0.921
