Order_ID,Date,Item_Name,Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Product_Volume_m3,Material_Name,Material_Density,Cost_per_kg,Material_CO2_Factor
2698,2025-02-10,55-Inch TV,Electronics,22.94,7.84,112,70,5.0,10,True,Road,2117,Mushroom Pkg (Mycelium),11.18,24.282,0.0392,Food-Grade Mushroom Mycelium,146,5.1,0.486
2699,2025-11-04,Smartphone,Electronics,0.32,0.0,14,6,1.7302913453299058,6,True,Road,368,Honeycomb Paper,1.33,0.059,0.00014534447300771207,Single-Ply Kraft Paper,742,0.91,0.742
2700,2025-02-25,55-Inch TV,Electronics,22.03,6.83,122,70,4.0,9,True,Road,1806,Mushroom Pkg (Mycelium),10.61,19.893,0.03416,Food-Grade Mushroom Mycelium,146,5.1,0.486
2701,2025-07-16,Perfume Bottle,Beauty,0.36,0.03,9,4,4.0,10,True,Air,2743,Mushroom Pkg (Mycelium),2.14,2.469,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
2702,2025-04-07,Office Chair,Furniture,12.05,32.89,65,55,46.0,6,False,Road,775,Wood Crate,14.36,12.745,0.16445,Lightweight Plywood,515,2.23,0.535
2703,2025-11-25,55-Inch TV,Electronics,19.8,6.9,125,69,4.0,10,True,Road,624,Mushroom Pkg (Mycelium),9.92,6.178,0.0345,Food-Grade Mushroom Mycelium,146,5.1,0.486
2704,2025-03-16,Shampoo,Beauty,0.5,0.18,18,7,7.0,3,True,Air,856,PLA Bioplastic,0.8,1.07,0.000882,Lightweight PET Plastic,1082,0.97,1.941
2705,2025-05-02,Sofa (Sectional),Furniture,46.18,280.7,192,85,86.0,7,False,Road,319,Wood Crate,113.68,44.772,1.40352,Lightweight Plywood,515,2.23,0.535
2706,2025-03-17,Winter Jacket,Clothing,1.79,3.4,45,42,9.0,2,True,Air,2775,Kraft Paper Mailer,1.76,23.588,0.01701,Single-Ply Kraft Paper,742,0.91,0.742
2707,2025-11-24,Smart Watch,Electronics,0.19,0.0,5,4,1.7302913453299058,5,True,Air,884,Honeycomb Paper,1.08,0.42,3.460582690659812e-05,Single-Ply Kraft Paper,742,0.91,0.742
2708,2025-10-22,Perfume Bottle,Beauty,0.36,0.05,10,5,5.0,8,True,Road,666,Mushroom Pkg (Mycelium),1.74,0.12,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
2709,2025-03-31,Shampoo,Beauty,0.51,0.19,19,7,7.0,4,True,Air,1655,PLA Bioplastic,1.0,2.11,0.000931,Lightweight PET Plastic,1082,0.97,1.941
2710,2025-11-05,Ceramic Vase,Home Decor,1.46,1.29,16,13,31.0,10,False,Road,653,Mushroom Pkg (Mycelium),2.58,0.477,0.006448,Food-Grade Mushroom Mycelium,146,5.1,0.486
2711,2025-11-02,Glass Table,Furniture,17.66,5.09,106,60,4.0,10,False,Road,818,Mushroom Pkg (Mycelium),9.06,7.223,0.02544,Food-Grade Mushroom Mycelium,146,5.1,0.486
2712,2025-05-15,Ceramic Vase,Home Decor,2.8,1.13,15,14,27.0,10,False,Road,333,Mushroom Pkg (Mycelium),3.12,0.466,0.00567,Food-Grade Mushroom Mycelium,146,5.1,0.486
2713,2025-02-19,Smartphone,Electronics,0.39,0.02,15,7,1.0,7,True,Air,2513,Honeycomb Paper,1.56,2.45,0.000105,Single-Ply Kraft Paper,742,0.91,0.742
2714,2025-08-30,Ceramic Vase,Home Decor,1.71,1.05,13,13,31.0,9,False,Road,290,Mushroom Pkg (Mycelium),2.48,0.248,0.005239,Food-Grade Mushroom Mycelium,146,5.1,0.486
2715,2025-02-21,Smartphone,Electronics,0.37,0.0,13,6,1.7302913453299058,8,True,Road,132,Mushroom Pkg (Mycelium),1.75,0.024,0.00013496272493573267,Food-Grade Mushroom Mycelium,146,5.1,0.486
2716,2025-04-26,Smart Watch,Electronics,0.17,0.0,4,4,1.7302913453299058,5,True,Road,436,Honeycomb Paper,1.07,0.037,2.7684661525278493e-05,Single-Ply Kraft Paper,742,0.91,0.742
2717,2025-01-22,Office Chair,Furniture,13.98,29.95,54,59,47.0,4,False,Road,2166,Wood Crate,12.78,32.436,0.149742,Lightweight Plywood,515,2.23,0.535
2718,2025-09-18,Sofa (Sectional),Furniture,43.24,274.66,205,87,77.0,5,False,Road,1111,Wood Crate,110.86,152.574,1.373295,Lightweight Plywood,515,2.23,0.535
2719,2025-09-13,Sneakers,Clothing,0.86,1.41,31,19,12.0,5,False,Air,2542,Kraft Paper Mailer,1.56,8.961,0.007068,Single-Ply Kraft Paper,742,0.91,0.742
2720,2025-08-28,Sofa (Sectional),Furniture,68.35,268.99,188,98,73.0,8,False,Road,2803,Wood Crate,109.2,376.989,1.344952,Lightweight Plywood,515,2.23,0.535
2721,2025-06-07,Sofa (Sectional),Furniture,40.67,261.55,202,83,78.0,6,False,Road,2585,Wood Crate,105.82,338.053,1.307748,Lightweight Plywood,515,2.23,0.535
2722,2025-01-20,Winter Jacket,Clothing,1.22,4.16,52,40,10.0,3,True,Road,146,Kraft Paper Mailer,2.26,0.304,0.0208,Single-Ply Kraft Paper,742,0.91,0.742
2723,2025-06-27,55-Inch TV,Electronics,15.84,8.0,116,69,5.0,9,True,Road,1572,Mushroom Pkg (Mycelium),8.14,12.45,0.04002,Food-Grade Mushroom Mycelium,146,5.1,0.486
2724,2025-09-19,Shampoo,Beauty,0.7,0.21,21,7,7.0,3,True,Air,1402,Mushroom Pkg (Mycelium),0.88,2.454,0.001029,Food-Grade Mushroom Mycelium,146,5.1,0.486
2725,2025-12-03,Perfume Bottle,Beauty,0.33,0.03,9,4,4.0,8,True,Road,275,Mushroom Pkg (Mycelium),1.73,0.045,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
2726,2025-11-15,Sneakers,Clothing,0.89,1.44,30,20,12.0,3,False,Air,2623,Kraft Paper Mailer,1.18,9.443,0.0072,Single-Ply Kraft Paper,742,0.91,0.742
2727,2025-12-13,Office Chair,Furniture,14.3,35.34,63,55,51.0,5,False,Road,2418,Wood Crate,15.14,42.726,0.176715,Lightweight Plywood,515,2.23,0.535
2728,2025-06-08,55-Inch TV,Electronics,17.0,6.11,114,67,4.0,9,True,Road,869,Mushroom Pkg (Mycelium),8.6,7.386,0.030552,Food-Grade Mushroom Mycelium,146,5.1,0.486
2729,2025-09-14,Ceramic Vase,Home Decor,2.38,1.3,15,15,29.0,9,False,Air,921,Mushroom Pkg (Mycelium),2.75,5.48,0.006525,Food-Grade Mushroom Mycelium,146,5.1,0.486
2730,2025-10-01,Shampoo,Beauty,0.79,0.24,21,7,8.0,5,True,Air,1182,PLA Bioplastic,1.32,2.334,0.001176,Lightweight PET Plastic,1082,0.97,1.941
2731,2025-01-07,Shampoo,Beauty,0.8,0.21,19,8,7.0,4,True,Air,957,PLA Bioplastic,1.12,1.914,0.001064,Lightweight PET Plastic,1082,0.97,1.941
2732,2025-02-08,Smart Watch,Electronics,0.12,0.0,5,4,1.7302913453299058,4,True,Air,1248,Corrugated Cardboard,0.85,0.374,3.460582690659812e-05,Industrial-Grade Corrugated Cardboard,688,0.92,1.031
2733,2025-12-02,Laptop,Electronics,1.63,0.25,31,20,2.0,8,True,Road,244,Mushroom Pkg (Mycelium),2.25,0.199,0.00124,Food-Grade Mushroom Mycelium,146,5.1,0.486
2734,2025-01-11,Shampoo,Beauty,0.82,0.21,19,7,8.0,3,True,Air,2419,PLA Bioplastic,0.93,4.959,0.001064,Lightweight PET Plastic,1082,0.97,1.941
2735,2025-01-29,Sneakers,Clothing,1.0,1.25,29,18,12.0,5,False,Air,2585,Kraft Paper Mailer,1.5,8.078,0.006264,Single-Ply Kraft Paper,742,0.91,0.742
2736,2025-11-16,Perfume Bottle,Beauty,0.44,0.05,10,5,5.0,9,True,Road,250,Recycled PET Box,1.98,0.055,0.00025,Lightweight PET Plastic,1082,0.97,1.941
2737,2025-05-13,55-Inch TV,Electronics,17.13,5.53,108,64,4.0,10,True,Road,231,Mushroom Pkg (Mycelium),8.85,1.979,0.027648,Food-Grade Mushroom Mycelium,146,5.1,0.486
2738,2025-08-04,Smartphone,Electronics,0.36,0.02,15,6,1.0,9,True,Road,104,Mushroom Pkg (Mycelium),1.94,0.019,9e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
2739,2025-05-03,Winter Jacket,Clothing,1.28,3.6,50,36,10.0,4,True,Air,2368,Kraft Paper Mailer,2.24,21.312,0.018,Single-Ply Kraft Paper,742,0.91,0.742
2740,2025-06-13,Sneakers,Clothing,1.12,1.25,27,21,11.0,5,False,Air,2973,Kraft Paper Mailer,1.5,9.291,0.006237,Single-Ply Kraft Paper,742,0.91,0.742
2741,2025-08-04,55-Inch TV,Electronics,15.05,8.36,110,76,5.0,10,True,Road,61,Mushroom Pkg (Mycelium),8.02,0.459,0.0418,Food-Grade Mushroom Mycelium,146,5.1,0.486
2742,2025-07-10,55-Inch TV,Electronics,18.83,7.76,131,74,4.0,10,True,Road,719,Mushroom Pkg (Mycelium),9.53,6.769,0.038776,Food-Grade Mushroom Mycelium,146,5.1,0.486
2743,2025-12-11,Office Chair,Furniture,14.23,30.25,55,55,50.0,4,False,Road,51,Wood Crate,12.9,0.771,0.15125,Lightweight Plywood,515,2.23,0.535
2744,2025-02-14,Office Chair,Furniture,10.85,40.95,63,65,50.0,5,False,Road,1548,Wood Crate,17.38,31.695,0.20475,Lightweight Plywood,515,2.23,0.535
2745,2025-12-25,Sofa (Sectional),Furniture,48.66,305.79,202,87,87.0,8,False,Road,1102,Wood Crate,123.92,168.49,1.528938,Lightweight Plywood,515,2.23,0.535
2746,2025-03-08,Sneakers,Clothing,1.02,1.69,31,21,13.0,5,False,Road,144,Kraft Paper Mailer,1.68,0.122,0.008463,Single-Ply Kraft Paper,742,0.91,0.742
2747,2025-05-19,Perfume Bottle,Beauty,0.48,0.04,9,5,4.0,8,True,Air,2497,Bubble Wrap (LDPE),1.79,2.996,0.00018,Standard Bubble Wrap (LDPE),890,2.13,2.807
2748,2025-12-25,Sofa (Sectional),Furniture,49.67,275.39,210,83,79.0,5,False,Road,422,Wood Crate,111.16,58.107,1.37697,Lightweight Plywood,515,2.23,0.535
2749,2025-07-30,Laptop,Electronics,1.84,0.24,29,21,2.0,8,True,Road,260,Mushroom Pkg (Mycelium),2.34,0.239,0.001218,Food-Grade Mushroom Mycelium,146,5.1,0.486
2750,2025-05-29,Ceramic Vase,Home Decor,2.12,1.14,14,14,29.0,10,False,Air,1245,Mushroom Pkg (Mycelium),2.85,6.599,0.005684,Food-Grade Mushroom Mycelium,146,5.1,0.486
2751,2025-08-30,Laptop,Electronics,2.47,0.12,31,19,1.0,9,True,Air,816,Mushroom Pkg (Mycelium),2.79,5.039,0.000589,Food-Grade Mushroom Mycelium,146,5.1,0.486
2752,2025-05-10,55-Inch TV,Electronics,18.66,8.38,127,66,5.0,9,True,Road,1756,Mushroom Pkg (Mycelium),9.26,16.383,0.04191,Food-Grade Mushroom Mycelium,146,5.1,0.486
2753,2025-06-01,55-Inch TV,Electronics,23.14,6.45,126,64,4.0,10,True,Road,1039,Mushroom Pkg (Mycelium),11.26,12.021,0.032256,Food-Grade Mushroom Mycelium,146,5.1,0.486
2754,2025-08-21,Laptop,Electronics,1.6,0.11,29,19,1.0,9,True,Road,523,Mushroom Pkg (Mycelium),2.44,0.418,0.000551,Food-Grade Mushroom Mycelium,146,5.1,0.486
2755,2025-12-26,Laptop,Electronics,2.12,0.27,32,21,2.0,9,True,Air,1635,Mushroom Pkg (Mycelium),2.65,8.665,0.001344,Food-Grade Mushroom Mycelium,146,5.1,0.486
2756,2025-10-09,Ceramic Vase,Home Decor,2.41,1.34,14,15,32.0,9,False,Air,2756,Mushroom Pkg (Mycelium),2.76,16.605,0.00672,Food-Grade Mushroom Mycelium,146,5.1,0.486
2757,2025-11-28,Smartphone,Electronics,0.39,0.02,15,6,1.0,6,True,Air,1383,Honeycomb Paper,1.36,1.348,9e-05,Single-Ply Kraft Paper,742,0.91,0.742
2758,2025-05-27,Ceramic Vase,Home Decor,2.65,1.09,14,13,30.0,10,False,Air,1778,Mushroom Pkg (Mycelium),3.06,11.779,0.00546,Food-Grade Mushroom Mycelium,146,5.1,0.486
2759,2025-05-26,Ceramic Vase,Home Decor,1.14,1.3,15,14,31.0,10,False,Air,1716,Mushroom Pkg (Mycelium),2.52,5.577,0.00651,Food-Grade Mushroom Mycelium,146,5.1,0.486
2760,2025-10-04,Winter Jacket,Clothing,1.8,3.91,53,41,9.0,2,True,Air,1597,Kraft Paper Mailer,1.96,15.611,0.019557,Single-Ply Kraft Paper,742,0.91,0.742
2761,2025-07-25,Winter Jacket,Clothing,1.85,3.3,51,36,9.0,3,True,Air,823,Kraft Paper Mailer,1.92,6.79,0.016524,Single-Ply Kraft Paper,742,0.91,0.742
2762,2025-05-27,Glass Table,Furniture,17.52,5.98,98,61,5.0,10,False,Road,1732,Mushroom Pkg (Mycelium),9.01,15.172,0.02989,Food-Grade Mushroom Mycelium,146,5.1,0.486
2763,2025-10-16,Smartphone,Electronics,0.4,0.02,13,6,1.0,9,True,Air,2644,Mushroom Pkg (Mycelium),1.96,2.644,7.8e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
2764,2025-12-29,Smart Watch,Electronics,0.17,0.0,4,4,1.7302913453299058,6,True,Air,1258,Honeycomb Paper,1.27,0.535,2.7684661525278493e-05,Single-Ply Kraft Paper,742,0.91,0.742
2765,2025-11-21,Laptop,Electronics,1.92,0.12,28,21,1.0,8,True,Air,2742,Mushroom Pkg (Mycelium),2.37,13.162,0.000588,Food-Grade Mushroom Mycelium,146,5.1,0.486
2766,2025-10-15,T-Shirt,Clothing,0.17,0.1,26,20,1.0,2,False,Air,2448,Kraft Paper Mailer,0.47,1.04,0.00052,Single-Ply Kraft Paper,742,0.91,0.742
2767,2025-04-25,Laptop,Electronics,1.66,0.11,29,19,1.0,7,True,Air,2933,Honeycomb Paper,2.06,12.172,0.000551,Single-Ply Kraft Paper,742,0.91,0.742
2768,2025-09-23,Sofa (Sectional),Furniture,50.18,341.04,200,98,87.0,5,False,Road,2689,Wood Crate,137.42,458.528,1.7052,Lightweight Plywood,515,2.23,0.535
2769,2025-10-02,Laptop,Electronics,2.29,0.25,30,21,2.0,8,True,Air,2667,Mushroom Pkg (Mycelium),2.52,15.269,0.00126,Food-Grade Mushroom Mycelium,146,5.1,0.486
2770,2025-04-06,T-Shirt,Clothing,0.19,0.17,23,18,2.0,1,False,Air,2618,Kraft Paper Mailer,0.28,1.244,0.000828,Single-Ply Kraft Paper,742,0.91,0.742
2771,2025-03-15,Smart Watch,Electronics,0.12,0.0,4,4,1.7302913453299058,5,True,Road,686,Mushroom Pkg (Mycelium),1.05,0.041,2.7684661525278493e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
2772,2025-02-21,Sneakers,Clothing,1.02,1.34,28,20,12.0,3,False,Road,699,Kraft Paper Mailer,1.14,0.468,0.00672,Single-Ply Kraft Paper,742,0.91,0.742
2773,2025-01-28,Office Chair,Furniture,10.76,29.03,56,54,48.0,4,False,Road,366,Wood Crate,12.41,5.312,0.145152,Lightweight Plywood,515,2.23,0.535
2774,2025-09-23,Smartphone,Electronics,0.36,0.0,14,7,1.7302913453299058,8,True,Road,643,Mushroom Pkg (Mycelium),1.74,0.116,0.00016956855184233077,Food-Grade Mushroom Mycelium,146,5.1,0.486
2775,2025-10-14,T-Shirt,Clothing,0.3,0.17,24,18,2.0,2,False,Air,2166,Kraft Paper Mailer,0.52,1.624,0.000864,Single-Ply Kraft Paper,742,0.91,0.742
2776,2025-12-11,Winter Jacket,Clothing,1.02,3.95,47,42,10.0,4,True,Air,1592,Kraft Paper Mailer,2.38,15.721,0.01974,Single-Ply Kraft Paper,742,0.91,0.742
2777,2025-05-18,Laptop,Electronics,2.07,0.21,27,19,2.0,7,True,Air,1727,Honeycomb Paper,2.23,8.937,0.001026,Single-Ply Kraft Paper,742,0.91,0.742
2778,2025-04-02,Winter Jacket,Clothing,1.12,4.21,49,43,10.0,3,True,Air,2263,Kraft Paper Mailer,2.28,23.818,0.02107,Single-Ply Kraft Paper,742,0.91,0.742
2779,2025-05-05,Smart Watch,Electronics,0.12,0.01,5,5,1.0,6,True,Air,1711,Honeycomb Paper,1.25,0.513,2.5e-05,Single-Ply Kraft Paper,742,0.91,0.742
2780,2025-01-13,Ceramic Vase,Home Decor,1.11,1.26,15,14,30.0,9,False,Air,1999,Mushroom Pkg (Mycelium),2.3,6.297,0.0063,Food-Grade Mushroom Mycelium,146,5.1,0.486
2781,2025-03-17,Perfume Bottle,Beauty,0.38,0.03,9,4,4.0,10,True,Air,1132,Mushroom Pkg (Mycelium),2.15,1.075,0.000144,Food-Grade Mushroom Mycelium,146,5.1,0.486
2782,2025-01-07,Sneakers,Clothing,0.96,1.25,29,18,12.0,4,False,Road,182,Cornstarch Foam,1.3,0.114,0.006264,Double-Wall Cornstarch Foam,61,3.25,1.708
2783,2025-08-06,Sneakers,Clothing,0.97,1.41,32,20,11.0,3,False,Air,3000,PLA Bioplastic,1.16,10.575,0.00704,Lightweight PET Plastic,1082,0.97,1.941
2784,2025-10-09,Office Chair,Furniture,11.4,34.22,56,65,47.0,4,False,Road,336,Wood Crate,14.49,5.749,0.17108,Lightweight Plywood,515,2.23,0.535
2785,2025-01-16,Winter Jacket,Clothing,1.05,3.39,46,41,9.0,3,True,Air,1740,Kraft Paper Mailer,1.96,14.747,0.016974,Single-Ply Kraft Paper,742,0.91,0.742
2786,2025-01-12,T-Shirt,Clothing,0.24,0.1,24,21,1.0,2,False,Air,2362,Kraft Paper Mailer,0.5,1.417,0.000504,Single-Ply Kraft Paper,742,0.91,0.742
2787,2025-06-28,Smart Watch,Electronics,0.19,0.0,4,5,1.0,6,True,Air,2192,Honeycomb Paper,1.28,1.041,2e-05,Single-Ply Kraft Paper,742,0.91,0.742
2788,2025-05-05,Perfume Bottle,Beauty,0.45,0.05,10,5,5.0,9,True,Road,514,Mushroom Pkg (Mycelium),1.98,0.116,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
2789,2025-05-07,55-Inch TV,Electronics,18.84,7.34,131,70,4.0,9,True,Road,998,Mushroom Pkg (Mycelium),9.34,9.401,0.03668,Food-Grade Mushroom Mycelium,146,5.1,0.486
2790,2025-11-26,Glass Table,Furniture,18.53,4.41,102,54,4.0,9,False,Road,865,Mushroom Pkg (Mycelium),9.21,8.014,0.022032,Food-Grade Mushroom Mycelium,146,5.1,0.486
2791,2025-03-20,Sofa (Sectional),Furniture,64.04,298.79,218,89,77.0,8,False,Road,2933,Mushroom Pkg (Mycelium),121.12,438.176,1.493954,Food-Grade Mushroom Mycelium,146,5.1,0.486
2792,2025-08-05,Sneakers,Clothing,1.18,1.23,27,19,12.0,5,False,Road,270,Kraft Paper Mailer,1.49,0.166,0.006156,Single-Ply Kraft Paper,742,0.91,0.742
2793,2025-01-02,Ceramic Vase,Home Decor,1.95,1.48,16,16,29.0,10,False,Air,1251,Mushroom Pkg (Mycelium),2.78,6.099,0.007424,Food-Grade Mushroom Mycelium,146,5.1,0.486
2794,2025-01-13,Perfume Bottle,Beauty,0.49,0.04,9,4,5.0,8,True,Road,600,Bubble Wrap (LDPE),1.8,0.147,0.00018,Standard Bubble Wrap (LDPE),890,2.13,2.807
2795,2025-07-30,Glass Table,Furniture,15.3,5.08,104,61,4.0,10,False,Road,82,Mushroom Pkg (Mycelium),8.12,0.627,0.025376,Food-Grade Mushroom Mycelium,146,5.1,0.486
2796,2026-01-02,Laptop,Electronics,2.34,0.25,30,21,2.0,8,True,Air,2033,Mushroom Pkg (Mycelium),2.54,11.893,0.00126,Food-Grade Mushroom Mycelium,146,5.1,0.486
2797,2025-02-08,Sneakers,Clothing,1.12,1.23,31,18,11.0,3,False,Air,1716,Kraft Paper Mailer,1.09,5.277,0.006138,Single-Ply Kraft Paper,742,0.91,0.742
2798,2025-02-15,Glass Table,Furniture,12.5,7.02,108,65,5.0,9,False,Road,1392,Mushroom Pkg (Mycelium),6.8,8.7,0.0351,Food-Grade Mushroom Mycelium,146,5.1,0.486
2799,2025-10-11,Office Chair,Furniture,13.87,32.83,57,64,45.0,6,False,Road,2058,Wood Crate,14.33,33.782,0.16416,Lightweight Plywood,515,2.23,0.535
2800,2025-09-15,Smart Watch,Electronics,0.17,0.0,4,4,1.0,5,True,Road,431,Honeycomb Paper,1.07,0.037,1.6e-05,Single-Ply Kraft Paper,742,0.91,0.742
2801,2025-02-26,Office Chair,Furniture,14.6,35.28,60,60,49.0,5,False,Road,1416,Wood Crate,15.11,24.978,0.1764,Lightweight Plywood,515,2.23,0.535
2802,2025-05-12,Winter Jacket,Clothing,1.69,4.56,53,43,10.0,3,True,Air,1428,Kraft Paper Mailer,2.42,16.279,0.02279,Single-Ply Kraft Paper,742,0.91,0.742
2803,2025-09-25,Laptop,Electronics,2.09,0.25,30,21,2.0,7,True,Road,593,Honeycomb Paper,2.24,0.62,0.00126,Single-Ply Kraft Paper,742,0.91,0.742
2804,2025-12-17,Perfume Bottle,Beauty,0.34,0.05,10,5,5.0,10,True,Air,991,Mushroom Pkg (Mycelium),2.14,0.842,0.00025,Food-Grade Mushroom Mycelium,146,5.1,0.486
2805,2025-01-06,Winter Jacket,Clothing,1.73,4.03,53,38,10.0,3,True,Road,719,Kraft Paper Mailer,2.21,1.449,0.02014,Single-Ply Kraft Paper,742,0.91,0.742
2806,2025-11-19,Smartphone,Electronics,0.27,0.02,14,7,1.0,7,True,Road,85,Honeycomb Paper,1.51,0.011,9.8e-05,Single-Ply Kraft Paper,742,0.91,0.742
2807,2025-05-06,Shampoo,Beauty,0.87,0.27,21,8,8.0,4,True,Road,239,PLA Bioplastic,1.15,0.104,0.001344,Lightweight PET Plastic,1082,0.97,1.941
2808,2025-12-01,55-Inch TV,Electronics,15.04,6.2,114,68,4.0,10,True,Road,2722,Mushroom Pkg (Mycelium),8.02,20.469,0.031008,Food-Grade Mushroom Mycelium,146,5.1,0.486
2809,2025-11-19,Winter Jacket,Clothing,1.5,3.31,46,40,9.0,4,True,Air,2048,Kraft Paper Mailer,2.12,16.947,0.01656,Single-Ply Kraft Paper,742,0.91,0.742
2810,2025-07-21,Sofa (Sectional),Furniture,49.78,289.0,200,85,85.0,6,False,Road,1250,Wood Crate,116.8,180.625,1.445,Lightweight Plywood,515,2.23,0.535
2811,2025-04-30,Ceramic Vase,Home Decor,1.04,1.06,14,14,27.0,10,False,Air,2817,Mushroom Pkg (Mycelium),2.42,7.465,0.005292,Food-Grade Mushroom Mycelium,146,5.1,0.486
2812,2025-11-30,Sneakers,Clothing,0.98,1.47,27,21,13.0,4,False,Road,634,Kraft Paper Mailer,1.39,0.466,0.007371,Single-Ply Kraft Paper,742,0.91,0.742
2813,2025-04-26,Winter Jacket,Clothing,1.92,3.6,54,37,9.0,3,True,Air,1767,Kraft Paper Mailer,2.04,15.903,0.017982,Single-Ply Kraft Paper,742,0.91,0.742
2814,2025-02-08,Office Chair,Furniture,13.17,36.5,54,65,52.0,6,False,Road,1642,Wood Crate,15.8,29.966,0.18252,Lightweight Plywood,515,2.23,0.535
2815,2025-09-13,Winter Jacket,Clothing,1.53,3.72,48,43,9.0,4,True,Air,2536,Kraft Paper Mailer,2.29,23.585,0.018576,Single-Ply Kraft Paper,742,0.91,0.742
2816,2025-10-28,Perfume Bottle,Beauty,0.26,0.04,10,5,4.0,10,True,Road,189,Mushroom Pkg (Mycelium),2.1,0.025,0.0002,Food-Grade Mushroom Mycelium,146,5.1,0.486
2817,2025-05-05,Office Chair,Furniture,14.33,42.12,60,65,54.0,6,False,Road,2377,Wood Crate,18.05,50.06,0.2106,Lightweight Plywood,515,2.23,0.535
2818,2025-09-02,Glass Table,Furniture,18.9,4.44,101,55,4.0,9,False,Road,1886,Mushroom Pkg (Mycelium),9.36,17.823,0.02222,Food-Grade Mushroom Mycelium,146,5.1,0.486
2819,2025-10-06,Shampoo,Beauty,0.77,0.23,18,8,8.0,3,True,Air,1114,PLA Bioplastic,0.91,2.144,0.001152,Lightweight PET Plastic,1082,0.97,1.941
2820,2025-06-19,Ceramic Vase,Home Decor,2.85,1.3,16,15,27.0,10,False,Road,277,Mushroom Pkg (Mycelium),3.14,0.395,0.00648,Food-Grade Mushroom Mycelium,146,5.1,0.486
2821,2025-05-09,Sofa (Sectional),Furniture,42.84,299.3,199,94,80.0,6,False,Road,2566,Wood Crate,120.92,384.002,1.49648,Lightweight Plywood,515,2.23,0.535
2822,2025-07-23,Smartphone,Electronics,0.37,0.02,15,7,1.0,9,True,Air,1094,Mushroom Pkg (Mycelium),1.95,1.012,0.000105,Food-Grade Mushroom Mycelium,146,5.1,0.486
2823,2025-08-29,Sneakers,Clothing,1.19,1.41,28,21,12.0,5,False,Road,452,Kraft Paper Mailer,1.56,0.319,0.007056,Single-Ply Kraft Paper,742,0.91,0.742
2824,2025-03-27,Perfume Bottle,Beauty,0.25,0.04,9,5,5.0,10,True,Air,977,Mushroom Pkg (Mycelium),2.1,0.611,0.000225,Food-Grade Mushroom Mycelium,146,5.1,0.486
2825,2025-11-04,Office Chair,Furniture,14.35,38.56,63,60,51.0,4,False,Road,747,Wood Crate,16.22,14.402,0.19278,Lightweight Plywood,515,2.23,0.535
2826,2025-12-23,Smartphone,Electronics,0.34,0.02,13,6,1.0,9,True,Air,1839,Mushroom Pkg (Mycelium),1.94,1.563,7.8e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
2827,2025-09-07,Shampoo,Beauty,0.83,0.26,20,8,8.0,3,True,Road,163,PLA Bioplastic,0.93,0.068,0.00128,Lightweight PET Plastic,1082,0.97,1.941
2828,2025-08-19,Glass Table,Furniture,16.57,4.56,100,57,4.0,9,False,Road,2848,Mushroom Pkg (Mycelium),8.43,23.596,0.0228,Food-Grade Mushroom Mycelium,146,5.1,0.486
2829,2025-01-12,Sofa (Sectional),Furniture,69.58,345.14,214,96,84.0,6,False,Road,2246,Wood Crate,139.26,387.592,1.725696,Lightweight Plywood,515,2.23,0.535
2830,2025-07-24,Perfume Bottle,Beauty,0.39,0.04,9,5,4.0,10,True,Road,80,Mushroom Pkg (Mycelium),2.16,0.016,0.00018,Food-Grade Mushroom Mycelium,146,5.1,0.486
2831,2025-02-26,Shampoo,Beauty,0.62,0.27,21,8,8.0,5,True,Air,2520,PLA Bioplastic,1.25,3.906,0.001344,Lightweight PET Plastic,1082,0.97,1.941
2832,2025-11-10,T-Shirt,Clothing,0.2,0.1,24,21,1.0,2,False,Air,2619,Kraft Paper Mailer,0.48,1.31,0.000504,Single-Ply Kraft Paper,742,0.91,0.742
2833,2025-06-12,Ceramic Vase,Home Decor,2.01,1.13,14,15,27.0,9,False,Air,1789,Mushroom Pkg (Mycelium),2.6,8.99,0.00567,Food-Grade Mushroom Mycelium,146,5.1,0.486
2834,2025-09-06,Glass Table,Furniture,15.28,4.73,97,61,4.0,10,False,Road,212,Mushroom Pkg (Mycelium),8.11,1.62,0.023668,Food-Grade Mushroom Mycelium,146,5.1,0.486
2835,2025-10-06,Laptop,Electronics,1.81,0.11,27,21,1.0,7,True,Air,2897,Honeycomb Paper,2.12,13.109,0.000567,Single-Ply Kraft Paper,742,0.91,0.742
2836,2025-12-20,Winter Jacket,Clothing,1.08,3.35,49,38,9.0,4,True,Road,424,Kraft Paper Mailer,2.14,0.71,0.016758,Single-Ply Kraft Paper,742,0.91,0.742
2837,2025-08-22,Smartphone,Electronics,0.31,0.02,15,6,1.0,8,True,Road,657,Mushroom Pkg (Mycelium),1.72,0.102,9e-05,Food-Grade Mushroom Mycelium,146,5.1,0.486
