Record_ID,Main_Category,Subcategory,Packaging_Format,Primary_Material,Closure_Type,Barrier_Level,Product_Weight_kg,Packaging_Weight_kg,Pack_to_Product_Ratio,Shelf_Life_Days,Recyclability_Percentage,CO2_Emission_Packaging_kgCO2e,Biodegradability_Score_0_1,Breakage_Risk_0_1,Recycling_Label,Logistics_Region,End_of_Life_Score_0_1,Overall_Sustainability_Score_0_1
1183,Healthcare OTC,Vitamins,Tube,Bioplastic,Heat Seal,High,0.17,0.0185,0.108,333,74,0.0125,0.878,0.06,Not Recycled,Rural,0.426,0.81
1184,Personal Care,Toothpaste,Can,Composite (Plastic+Paper),Flip Top,Medium,0.138,0.0271,0.196,215,71,0.073,0.129,0.111,Check Locally,Urban Metro,0.432,0.561
1185,Cosmetics,Foundation,Can,Tinplate,Pump,Medium,0.05,0.0116,0.233,198,67,0.0299,0.443,0.016,Widely Recycled,Tier-2 City,0.985,0.741
1186,Electronics,Mobile Phone,Sachet,Bioplastic,Zipper,Low,0.473,0.0842,0.178,79,76,0.0293,0.866,0.029,Return to Store,Urban Metro,0.367,0.798
1187,Baby Products,Baby Food,Can,Bioplastic,Snap Fit,Ultra High,0.255,0.0357,0.14,351,77,0.0144,0.86,0.134,Check Locally,Urban Metro,0.545,0.829
1188,Food & Beverage,Dairy,Blister Pack,Bioplastic,Snap Fit,Medium,0.623,0.1302,0.209,128,79,0.1637,0.802,0.046,Widely Recycled,Urban Metro,0.792,0.809
1189,Healthcare OTC,Vitamins,Pouch,Composite (Plastic+Paper),None,Medium,0.164,0.0284,0.173,245,64,0.0716,0.3,0.052,Widely Recycled,Urban Metro,0.925,0.669
1190,Pet Care,Cat Litter,Bottle,Bioplastic,Flip Top,Medium,5.72,1.112,0.194,151,83,0.6755,0.718,0.057,Not Recycled,Tier-1 City,0.479,0.592
1191,Stationery,Notebook,Bottle,Rigid Plastic,Screw Cap,Low,0.453,0.083,0.183,89,22,0.1481,0.226,0.11,Widely Recycled,Tier-1 City,0.891,0.513
1192,Electronics,Small Appliance,Tray,Corrugated Board,Flip Top,Low,3.323,0.3899,0.117,64,70,0.3589,0.73,0.102,Check Locally,Tier-2 City,0.61,0.679
1193,Household Care,Laundry Detergent,Tube,Flexible Plastic,None,Medium,1.011,0.2005,0.198,216,25,0.3209,0.078,0.053,Compostable,Urban Metro,0.939,0.43
1194,Household Care,Floor Cleaner,Bottle,Bioplastic,Screw Cap,Medium,1.293,0.1709,0.132,217,81,0.0682,0.957,0.093,Return to Store,Rural,0.464,0.839
1195,Cosmetics,Foundation,Sachet,Rigid Plastic,Zipper,Medium,0.05,0.0091,0.182,186,61,0.0186,0.118,0.094,Widely Recycled,Rural,0.925,0.622
1196,Baby Products,Baby Wipes,Bottle,Bioplastic,Pump,High,0.341,0.0725,0.212,402,82,0.0351,0.993,0.044,Return to Store,Tier-1 City,0.227,0.828
1197,Personal Care,Deodorant,Tub,Flexible Plastic,Screw Cap,Medium,0.145,0.0349,0.242,186,62,0.1352,0.099,0.107,Widely Recycled,Urban Metro,0.943,0.586
1198,Personal Care,Shampoo,Tub,Flexible Plastic,Pump,Medium,0.203,0.0454,0.223,106,46,0.1173,0.272,0.091,Widely Recycled,Tier-1 City,0.873,0.593
1199,Household Care,Floor Cleaner,Carton,Composite (Plastic+Paper),Zipper,Medium,0.892,0.0886,0.099,162,60,0.3538,0.2,0.047,Check Locally,Rural,0.796,0.525
1200,Personal Care,Deodorant,Can,Corrugated Board,Snap Fit,Medium,0.181,0.0186,0.103,145,88,0.0228,0.864,0.086,Not Recycled,Urban Metro,0.3,0.82
1201,Personal Care,Toothpaste,Tub,Bioplastic,Pump,High,0.143,0.0295,0.206,204,95,0.0252,0.878,0.128,Not Recycled,Tier-2 City,0.33,0.844
1202,Household Care,Dishwash,Bottle,Rigid Plastic,Flip Top,High,0.492,0.0989,0.201,238,50,0.188,0.268,0.051,Not Recycled,Rural,0.299,0.496
1203,Food & Beverage,Soft Drinks,Bottle,Flexible Plastic,Screw Cap,Ultra High,1.169,0.1035,0.089,258,72,0.3756,0.152,0.079,Return to Store,Urban Metro,0.336,0.466
1204,Pet Care,Pet Food,Box,Paperboard,Snap Fit,Low,2.408,0.3822,0.159,90,80,0.2983,0.967,0.083,Not Recycled,Tier-1 City,0.112,0.719
1205,Cosmetics,Lipstick,Tray,Paperboard,Flip Top,Medium,0.05,0.0046,0.092,144,91,0.002,0.949,0.117,Widely Recycled,Urban Metro,0.806,0.933
1206,Cosmetics,Nail Polish,Box,Paperboard,Snap Fit,Medium,0.05,0.0085,0.17,216,71,0.0027,0.91,0.049,Widely Recycled,Tier-1 City,0.911,0.888
1207,Food & Beverage,Confectionery,Can,Corrugated Board,Zipper,Ultra High,0.122,0.0151,0.124,165,92,0.0167,0.783,0.046,Not Recycled,Tier-1 City,0.465,0.831
1208,Apparel & Fashion,Jeans,Pouch,Corrugated Board,Zipper,Medium,0.569,0.0904,0.159,177,93,0.0437,0.809,0.024,Widely Recycled,Tier-1 City,0.797,0.884
1209,Household Care,Laundry Detergent,Box,Paperboard,None,Medium,1.056,0.1696,0.161,196,94,0.1502,0.814,0.126,Widely Recycled,Urban Metro,0.767,0.85
1210,Food & Beverage,Ready-to-Eat,Box,Composite (Plastic+Paper),Flip Top,Ultra High,0.455,0.0384,0.084,204,44,0.0724,0.163,0.128,Check Locally,Tier-1 City,0.449,0.505
1211,Food & Beverage,Soft Drinks,Bottle,Flexible Plastic,Pump,Medium,0.987,0.2453,0.249,191,47,0.8904,0.065,0.081,Return to Store,Tier-2 City,0.419,0.234
1212,Cosmetics,Lipstick,Box,Composite (Plastic+Paper),Heat Seal,Medium,0.05,0.0118,0.237,140,21,0.0178,0.077,0.129,Check Locally,Rural,0.532,0.452
1213,Personal Care,Shampoo,Bottle,Flexible Plastic,Pump,Medium,0.236,0.0207,0.088,133,43,0.0489,0.245,0.145,Compostable,Tier-2 City,0.99,0.615
1214,Pet Care,Pet Food,Bottle,Rigid Plastic,Pump,Medium,1.879,0.258,0.137,136,65,0.6734,0.234,0.115,Compostable,Urban Metro,0.749,0.444
1215,Cosmetics,Lipstick,Tray,Composite (Plastic+Paper),Screw Cap,High,0.05,0.0083,0.165,280,73,0.0217,0.083,0.138,Check Locally,Tier-2 City,0.771,0.617
1216,Food & Beverage,Staples,Blister Pack,Glass,Screw Cap,High,1.285,0.3124,0.243,238,73,0.1157,0.576,0.098,Widely Recycled,Urban Metro,0.783,0.74
1217,Household Care,Laundry Detergent,Sachet,Rigid Plastic,Zipper,Medium,0.939,0.1281,0.136,111,73,0.4443,0.188,0.057,Compostable,Tier-1 City,0.935,0.546
1218,Cosmetics,Nail Polish,Tub,Rigid Plastic,Pump,High,0.05,0.0106,0.213,309,68,0.0378,0.142,0.037,Not Recycled,Rural,0.36,0.556
1219,Pet Care,Pet Food,Box,Corrugated Board,Flip Top,Low,1.74,0.1933,0.111,92,73,0.0766,0.757,0.046,Check Locally,Tier-2 City,0.571,0.774
1220,Pet Care,Cat Litter,Carton,Composite (Plastic+Paper),Pump,Medium,5.335,1.2971,0.243,232,35,2.176,0.148,0.022,Widely Recycled,Urban Metro,0.978,0.0
1221,Food & Beverage,Snacks,Tub,Flexible Plastic,Pump,Ultra High,0.139,0.0198,0.143,392,35,0.033,0.156,0.054,Not Recycled,Urban Metro,0.368,0.482
1222,Food & Beverage,Confectionery,Tube,Glass,Pump,Medium,0.102,0.0286,0.279,224,96,0.0353,0.415,0.197,Not Recycled,Urban Metro,0.338,0.705
1223,Cosmetics,Mascara,Box,Composite (Plastic+Paper),Heat Seal,Medium,0.05,0.0089,0.178,156,23,0.0167,0.224,0.036,Check Locally,Urban Metro,0.472,0.492
1224,Pet Care,Pet Shampoo,Tube,Rigid Plastic,Pump,Low,0.396,0.0526,0.133,136,29,0.1592,0.2,0.104,Widely Recycled,Tier-1 City,0.889,0.52
1225,Personal Care,Soap,Can,Flexible Plastic,Screw Cap,High,0.094,0.0117,0.126,254,44,0.0195,0.262,0.082,Widely Recycled,Tier-2 City,0.894,0.618
1226,Household Care,Air Freshener,Tube,Flexible Plastic,None,High,0.392,0.0927,0.237,136,48,0.1423,0.132,0.125,Compostable,Urban Metro,0.829,0.543
1227,Healthcare OTC,Pain Relief,Sachet,Flexible Plastic,None,Ultra High,0.05,0.007,0.14,386,68,0.0192,0.298,0.074,Not Recycled,Urban Metro,0.2,0.586
1228,Baby Products,Baby Food,Carton,Corrugated Board,Heat Seal,Ultra High,0.253,0.0262,0.103,250,97,0.0236,0.913,0.041,Compostable,Tier-2 City,0.954,0.954
1229,Household Care,Dishwash,Box,Paperboard,Zipper,Medium,0.785,0.0596,0.076,180,89,0.0639,0.748,0.043,Widely Recycled,Rural,0.907,0.864
1230,Healthcare OTC,Cold & Flu,Tub,Bioplastic,Pump,Medium,0.05,0.0112,0.225,234,89,0.0053,0.895,0.037,Widely Recycled,Urban Metro,0.764,0.904
1231,Cosmetics,Nail Polish,Tub,Glass,Pump,High,0.05,0.0145,0.291,203,80,0.0197,0.422,0.127,Compostable,Urban Metro,0.812,0.744
1232,Electronics,Mobile Phone,Pouch,Corrugated Board,None,High,0.387,0.0201,0.052,220,96,0.0187,0.955,0.018,Widely Recycled,Urban Metro,0.941,0.964
1233,Pet Care,Pet Food,Carton,Paperboard,Snap Fit,Medium,2.033,0.2193,0.108,171,91,0.2453,0.741,0.03,Widely Recycled,Tier-1 City,0.893,0.812
1234,Cosmetics,Foundation,Can,Bioplastic,None,Low,0.05,0.0054,0.108,86,92,0.0075,0.732,0.037,Widely Recycled,Tier-1 City,0.855,0.876
1235,Stationery,Printer Ink,Carton,Composite (Plastic+Paper),Flip Top,High,0.278,0.0446,0.16,346,22,0.1496,0.109,0.041,Not Recycled,Rural,0.202,0.376
1236,Baby Products,Baby Wipes,Blister Pack,Steel,Heat Seal,Ultra High,0.298,0.0536,0.18,219,30,0.1577,0.572,0.05,Not Recycled,Urban Metro,0.19,0.528
1237,Healthcare OTC,Digestive Aid,Tube,Glass,Flip Top,High,0.05,0.0092,0.183,256,83,0.0065,0.334,0.19,Widely Recycled,Urban Metro,0.956,0.75
1238,Household Care,Air Freshener,Box,Corrugated Board,Pump,Low,0.444,0.0528,0.119,84,91,0.0694,0.771,0.034,Not Recycled,Urban Metro,0.189,0.767
1239,Cosmetics,Lipstick,Tub,Glass,Flip Top,Medium,0.05,0.0141,0.281,190,97,0.0069,0.399,0.158,Check Locally,Urban Metro,0.793,0.781
1240,Electronics,Small Appliance,Tube,Glass,Zipper,Low,3.082,0.658,0.213,128,92,0.7864,0.35,0.093,Compostable,Tier-2 City,0.952,0.543
1241,Cosmetics,Lipstick,Bottle,Bioplastic,Screw Cap,Low,0.05,0.0072,0.144,51,88,0.0048,0.885,0.049,Check Locally,Tier-1 City,0.777,0.903
1242,Food & Beverage,Ready-to-Eat,Pouch,Aluminium,Heat Seal,Ultra High,0.382,0.0705,0.185,250,97,0.0654,0.458,0.021,Widely Recycled,Urban Metro,0.759,0.776
1243,Personal Care,Shampoo,Sachet,Rigid Plastic,Heat Seal,Medium,0.207,0.0441,0.213,167,21,0.1085,0.021,0.121,Not Recycled,Urban Metro,0.392,0.386
1244,Cosmetics,Mascara,Tub,Glass,Pump,Low,0.05,0.0165,0.329,30,81,0.0129,0.404,0.205,Not Recycled,Tier-1 City,0.31,0.668
1245,Baby Products,Baby Food,Carton,Composite (Plastic+Paper),Heat Seal,Ultra High,0.23,0.0396,0.172,211,30,0.0616,0.101,0.131,Not Recycled,Tier-2 City,0.109,0.404
1246,Baby Products,Baby Food,Tube,Bioplastic,Flip Top,High,0.202,0.0335,0.166,314,73,0.0451,0.807,0.098,Check Locally,Urban Metro,0.546,0.795
1247,Healthcare OTC,Vitamins,Tray,Paperboard,None,High,0.161,0.028,0.174,247,87,0.0337,0.914,0.132,Check Locally,Tier-2 City,0.593,0.873
1248,Electronics,Small Appliance,Blister Pack,Glass,Snap Fit,High,3.286,0.5099,0.155,198,95,0.7349,0.431,0.203,Not Recycled,Tier-2 City,0.263,0.487
1249,Food & Beverage,Staples,Carton,Corrugated Board,Heat Seal,Ultra High,1.142,0.0628,0.055,247,74,0.0282,0.821,0.15,Check Locally,Tier-2 City,0.418,0.787
1250,Food & Beverage,Ready-to-Eat,Tub,Glass,Screw Cap,Ultra High,0.314,0.1082,0.345,234,78,0.0625,0.517,0.152,Check Locally,Urban Metro,0.515,0.71
1251,Electronics,Laptop,Tube,Glass,Flip Top,Low,2.288,0.6338,0.277,112,77,0.8548,0.466,0.249,Widely Recycled,Tier-1 City,0.918,0.514
1252,Baby Products,Diapers,Carton,Corrugated Board,Flip Top,High,1.119,0.2009,0.18,326,77,0.2376,0.865,0.054,Return to Store,Urban Metro,0.106,0.699
1253,Cosmetics,Lipstick,Tray,Corrugated Board,Zipper,Medium,0.05,0.0079,0.157,183,75,0.0029,0.955,0.089,Check Locally,Urban Metro,0.49,0.847
1254,Food & Beverage,Confectionery,Carton,Paperboard,Heat Seal,Ultra High,0.097,0.006,0.061,245,95,0.006,0.971,0.106,Compostable,Urban Metro,0.74,0.94
1255,Food & Beverage,Ready-to-Eat,Box,Corrugated Board,Snap Fit,High,0.344,0.0245,0.071,303,86,0.0157,0.764,0.093,Widely Recycled,Urban Metro,0.82,0.863
1256,Food & Beverage,Soft Drinks,Tray,Corrugated Board,None,Ultra High,1.099,0.1803,0.164,169,73,0.1438,0.782,0.012,Not Recycled,Urban Metro,0.116,0.693
1257,Electronics,Mobile Phone,Box,Corrugated Board,None,Medium,0.425,0.0371,0.087,243,92,0.0373,0.704,0.136,Not Recycled,Urban Metro,0.48,0.802
1258,Apparel & Fashion,T-Shirt,Pouch,Aluminium,None,Low,0.257,0.045,0.175,97,88,0.0672,0.398,0.041,Check Locally,Urban Metro,0.66,0.719
1259,Cosmetics,Nail Polish,Bottle,Flexible Plastic,Screw Cap,High,0.05,0.0085,0.169,262,72,0.0183,0.052,0.013,Widely Recycled,Urban Metro,0.969,0.635
1260,Healthcare OTC,Pain Relief,Tray,Composite (Plastic+Paper),Screw Cap,Medium,0.074,0.0076,0.102,140,28,0.026,0.257,0.12,Check Locally,Urban Metro,0.668,0.54
1261,Pet Care,Pet Food,Bottle,Bioplastic,Screw Cap,Low,1.876,0.2661,0.142,71,96,0.1343,0.766,0.059,Check Locally,Tier-1 City,0.555,0.813
1262,Electronics,Small Appliance,Tube,Bioplastic,None,High,2.724,0.3957,0.145,221,88,0.3277,0.818,0.089,Check Locally,Rural,0.746,0.781
1263,Household Care,Floor Cleaner,Carton,Corrugated Board,Snap Fit,Low,1.149,0.1325,0.115,136,95,0.1525,0.967,0.049,Check Locally,Urban Metro,0.79,0.902
1264,Electronics,Headphones,Tray,Paperboard,Flip Top,Medium,0.332,0.0313,0.094,161,73,0.0336,0.999,0.043,Widely Recycled,Tier-1 City,0.741,0.885
1265,Pet Care,Cat Litter,Pouch,Rigid Plastic,None,High,4.352,0.5275,0.121,170,73,1.9972,0.126,0.102,Check Locally,Tier-1 City,0.554,0.005
1266,Apparel & Fashion,Jacket,Bottle,Rigid Plastic,Screw Cap,Medium,0.952,0.1198,0.126,258,79,0.3563,0.204,0.106,Widely Recycled,Urban Metro,0.9,0.589
1267,Household Care,Laundry Detergent,Sachet,Bioplastic,Heat Seal,Low,1.2,0.2473,0.206,66,88,0.1607,0.978,0.087,Return to Store,Tier-1 City,0.386,0.824
1268,Stationery,Pen,Tube,Bioplastic,Heat Seal,Low,0.05,0.0088,0.175,60,70,0.0038,0.813,0.017,Check Locally,Rural,0.702,0.823
1269,Apparel & Fashion,Shoes,Tube,Rigid Plastic,Screw Cap,High,0.944,0.1462,0.155,277,59,0.5768,0.286,0.065,Widely Recycled,Urban Metro,0.756,0.475
1270,Stationery,Marker,Pouch,Flexible Plastic,Heat Seal,Low,0.05,0.009,0.18,96,48,0.0356,0.254,0.074,Widely Recycled,Urban Metro,0.731,0.597
1271,Stationery,Printer Ink,Carton,Paperboard,Heat Seal,Medium,0.244,0.0403,0.165,167,79,0.0214,0.915,0.055,Not Recycled,Tier-2 City,0.162,0.792
1272,Cosmetics,Nail Polish,Tray,Composite (Plastic+Paper),Snap Fit,Medium,0.05,0.0058,0.115,191,48,0.0198,0.282,0.103,Check Locally,Rural,0.553,0.582
1273,Electronics,Headphones,Box,Paperboard,None,Low,0.328,0.0292,0.089,92,79,0.0256,0.976,0.069,Not Recycled,Tier-2 City,0.31,0.829
1274,Pet Care,Pet Shampoo,Box,Composite (Plastic+Paper),Pump,Low,0.319,0.0754,0.237,83,53,0.2507,0.191,0.15,Check Locally,Tier-1 City,0.636,0.512
1275,Apparel & Fashion,Jeans,Pouch,Bioplastic,Heat Seal,Medium,0.579,0.0565,0.098,131,96,0.0422,0.872,0.136,Compostable,Tier-1 City,0.91,0.926
1276,Household Care,Dishwash,Tube,Flexible Plastic,Heat Seal,Medium,0.645,0.1462,0.227,264,72,0.3914,0.292,0.021,Not Recycled,Tier-1 City,0.454,0.519
1277,Healthcare OTC,Vitamins,Bottle,Flexible Plastic,Screw Cap,Medium,0.218,0.0225,0.103,128,37,0.0524,0.001,0.017,Widely Recycled,Urban Metro,0.951,0.521
1278,Food & Beverage,Ready-to-Eat,Pouch,Glass,None,Medium,0.33,0.0536,0.163,229,71,0.0188,0.305,0.115,Not Recycled,Urban Metro,0.34,0.617
1279,Pet Care,Cat Litter,Sachet,Glass,Heat Seal,Low,3.294,0.6138,0.186,115,88,0.795,0.4,0.167,Check Locally,Rural,0.7,0.507
1280,Electronics,Headphones,Tube,Flexible Plastic,Screw Cap,Medium,0.309,0.0393,0.127,115,49,0.1018,0.081,0.108,Widely Recycled,Urban Metro,0.839,0.544
1281,Baby Products,Baby Food,Bottle,Rigid Plastic,Screw Cap,Medium,0.174,0.0287,0.165,126,51,0.0925,0.213,0.063,Check Locally,Tier-1 City,0.581,0.553
1282,Pet Care,Pet Shampoo,Tube,Glass,None,Low,0.405,0.1387,0.343,98,74,0.0503,0.39,0.151,Widely Recycled,Urban Metro,0.796,0.708
1283,Cosmetics,Foundation,Pouch,Steel,Heat Seal,High,0.05,0.0119,0.237,189,30,0.0235,0.228,0.046,Widely Recycled,Rural,0.913,0.574
1284,Personal Care,Soap,Tube,Bioplastic,None,Medium,0.116,0.0111,0.096,112,88,0.007,0.705,0.087,Check Locally,Tier-1 City,0.759,0.845
1285,Baby Products,Baby Food,Bottle,Rigid Plastic,Screw Cap,High,0.342,0.0642,0.187,308,64,0.1436,0.187,0.036,Not Recycled,Tier-1 City,0.195,0.504
1286,Cosmetics,Nail Polish,Pouch,Paperboard,None,Medium,0.05,0.0089,0.178,181,72,0.0101,0.831,0.045,Not Recycled,Rural,0.244,0.763
1287,Pet Care,Pet Food,Bottle,Glass,Screw Cap,Low,2.094,0.4766,0.228,110,89,0.6786,0.194,0.12,Not Recycled,Tier-2 City,0.477,0.451
1288,Household Care,Air Freshener,Tube,Bioplastic,Pump,Low,0.473,0.066,0.139,105,84,0.082,0.768,0.04,Widely Recycled,Urban Metro,0.703,0.822
1289,Healthcare OTC,Pain Relief,Pouch,Corrugated Board,None,High,0.05,0.0063,0.125,217,88,0.0063,0.735,0.094,Return to Store,Rural,0.407,0.8
1290,Pet Care,Pet Shampoo,Bottle,Glass,Pump,Medium,0.385,0.0925,0.24,232,95,0.0967,0.19,0.081,Check Locally,Rural,0.686,0.669
1291,Household Care,Dishwash,Pouch,Paperboard,None,Medium,0.772,0.1371,0.178,287,92,0.1359,0.955,0.032,Not Recycled,Urban Metro,0.146,0.799
1292,Stationery,Marker,Can,Steel,Snap Fit,Medium,0.05,0.0126,0.253,112,38,0.0313,0.502,0.026,Widely Recycled,Urban Metro,0.796,0.657
1293,Pet Care,Cat Litter,Box,Composite (Plastic+Paper),Heat Seal,Low,4.146,0.9459,0.228,70,74,2.2204,0.106,0.091,Return to Store,Tier-1 City,0.336,0.0
1294,Electronics,Mobile Phone,Blister Pack,Steel,Flip Top,High,0.352,0.1046,0.298,317,77,0.1564,0.458,0.024,Check Locally,Urban Metro,0.797,0.705
1295,Household Care,Air Freshener,Box,Paperboard,Snap Fit,Low,0.353,0.0398,0.113,74,83,0.0369,0.986,0.095,Check Locally,Tier-2 City,0.638,0.89
1296,Stationery,Printer Ink,Can,Paperboard,Snap Fit,High,0.273,0.0456,0.167,211,74,0.0184,0.921,0.048,Return to Store,Urban Metro,0.223,0.792
1297,Household Care,Floor Cleaner,Can,Rigid Plastic,Snap Fit,High,0.954,0.148,0.155,258,73,0.3949,0.255,0.056,Compostable,Tier-1 City,0.937,0.582
1298,Pet Care,Pet Food,Can,Aluminium,None,Medium,2.122,0.3429,0.162,163,70,0.1681,0.589,0.012,Not Recycled,Urban Metro,0.239,0.638
1299,Healthcare OTC,Pain Relief,Tube,Bioplastic,Heat Seal,Ultra High,0.06,0.0071,0.119,310,89,0.0055,0.721,0.038,Compostable,Tier-2 City,0.992,0.888
1300,Personal Care,Shampoo,Box,Paperboard,Screw Cap,High,0.165,0.0227,0.137,198,85,0.0173,0.745,0.013,Widely Recycled,Tier-2 City,0.853,0.861
1301,Healthcare OTC,Cold & Flu,Tray,Paperboard,Flip Top,Medium,0.052,0.0042,0.081,237,96,0.0015,0.761,0.115,Widely Recycled,Tier-1 City,0.955,0.913
1302,Stationery,Pen,Can,Composite (Plastic+Paper),Flip Top,Low,0.05,0.0103,0.206,50,67,0.041,0.241,0.102,Widely Recycled,Urban Metro,0.974,0.674
1303,Pet Care,Cat Litter,Blister Pack,Flexible Plastic,Pump,Medium,4.454,1.0756,0.241,164,40,3.5313,0.171,0.025,Check Locally,Urban Metro,0.588,0.0
1304,Household Care,Air Freshener,Blister Pack,Tinplate,Heat Seal,Medium,0.382,0.1174,0.307,126,54,0.2809,0.354,0.042,Check Locally,Urban Metro,0.406,0.52
1305,Baby Products,Baby Lotion,Tube,Flexible Plastic,Zipper,Ultra High,0.279,0.0531,0.19,277,27,0.2051,0.259,0.013,Widely Recycled,Urban Metro,0.786,0.502
1306,Healthcare OTC,Vitamins,Pouch,Composite (Plastic+Paper),Zipper,Ultra High,0.214,0.0338,0.158,331,75,0.1211,0.15,0.108,Check Locally,Urban Metro,0.711,0.605
1307,Pet Care,Cat Litter,Carton,Composite (Plastic+Paper),Pump,Medium,4.818,0.8437,0.175,219,51,2.5648,0.283,0.143,Widely Recycled,Tier-2 City,0.793,0.0
1308,Food & Beverage,Snacks,Tray,Paperboard,Zipper,High,0.151,0.0248,0.164,283,99,0.0327,0.897,0.128,Not Recycled,Rural,0.191,0.838
1309,Food & Beverage,Dairy,Pouch,Bioplastic,Heat Seal,High,0.524,0.1187,0.227,265,70,0.1752,0.811,0.107,Return to Store,Rural,0.213,0.699
1310,Food & Beverage,Confectionery,Pouch,Composite (Plastic+Paper),None,High,0.118,0.0292,0.248,261,24,0.0472,0.045,0.064,Compostable,Urban Metro,0.795,0.479
1311,Personal Care,Deodorant,Blister Pack,Flexible Plastic,None,High,0.14,0.0239,0.17,318,28,0.0852,0.221,0.084,Not Recycled,Tier-2 City,0.249,0.45
1312,Personal Care,Soap,Carton,Composite (Plastic+Paper),Heat Seal,High,0.101,0.0172,0.17,325,74,0.0531,0.161,0.115,Not Recycled,Tier-1 City,0.177,0.544
1313,Cosmetics,Nail Polish,Pouch,Corrugated Board,None,Medium,0.05,0.0043,0.087,160,75,0.0043,0.885,0.027,Not Recycled,Tier-2 City,0.361,0.807
1314,Pet Care,Pet Food,Sachet,Rigid Plastic,None,High,2.291,0.4828,0.211,239,36,0.7415,0.035,0.133,Check Locally,Urban Metro,0.472,0.251
1315,Baby Products,Baby Wipes,Pouch,Corrugated Board,Zipper,High,0.306,0.0474,0.155,279,81,0.0616,0.814,0.125,Check Locally,Tier-1 City,0.428,0.794
1316,Household Care,Air Freshener,Blister Pack,Flexible Plastic,Flip Top,Low,0.404,0.096,0.238,123,23,0.1712,0.179,0.06,Widely Recycled,Urban Metro,0.93,0.502
1317,Pet Care,Cat Litter,Carton,Composite (Plastic+Paper),Pump,Medium,4.362,0.9742,0.223,124,21,2.0219,0.271,0.1,Not Recycled,Tier-2 City,0.4,0.0
1318,Stationery,Notebook,Blister Pack,Steel,Heat Seal,Medium,0.429,0.1164,0.271,220,52,0.1686,0.434,0.027,Compostable,Urban Metro,0.953,0.653
1319,Cosmetics,Foundation,Tray,Corrugated Board,Heat Seal,High,0.05,0.0089,0.179,410,83,0.0125,0.929,0.056,Widely Recycled,Rural,0.808,0.905
1320,Healthcare OTC,Cold & Flu,Bottle,Bioplastic,Screw Cap,High,0.06,0.0091,0.151,178,85,0.0103,0.84,0.037,Widely Recycled,Urban Metro,0.832,0.886
1321,Baby Products,Baby Food,Pouch,Flexible Plastic,Zipper,High,0.296,0.0254,0.086,226,53,0.0997,0.294,0.049,Widely Recycled,Rural,0.871,0.622
1322,Stationery,Marker,Bottle,Bioplastic,Pump,Low,0.05,0.007,0.14,97,78,0.0071,0.979,0.13,Compostable,Tier-1 City,0.776,0.903
1323,Healthcare OTC,Vitamins,Blister Pack,Aluminium,Flip Top,High,0.211,0.0713,0.337,238,85,0.0216,0.288,0.027,Check Locally,Tier-1 City,0.623,0.687
1324,Baby Products,Baby Wipes,Tub,Flexible Plastic,Pump,Medium,0.416,0.0545,0.131,237,37,0.1309,0.187,0.042,Check Locally,Rural,0.419,0.474
1325,Household Care,Dishwash,Tub,Glass,Screw Cap,Low,0.743,0.2341,0.315,81,72,0.1331,0.485,0.209,Return to Store,Tier-2 City,0.179,0.614
1326,Electronics,Mobile Phone,Tray,Composite (Plastic+Paper),Zipper,Medium,0.471,0.0573,0.122,121,63,0.1376,0.237,0.029,Check Locally,Tier-1 City,0.573,0.574
1327,Personal Care,Skin Cream,Carton,Composite (Plastic+Paper),Flip Top,High,0.095,0.0083,0.087,447,24,0.0125,0.274,0.067,Widely Recycled,Urban Metro,0.871,0.57
1328,Electronics,Laptop,Tub,Flexible Plastic,Flip Top,High,2.034,0.2745,0.135,413,32,0.9432,0.24,0.04,Widely Recycled,Tier-1 City,0.977,0.316
1329,Pet Care,Pet Shampoo,Tub,Flexible Plastic,Flip Top,Low,0.464,0.0862,0.186,134,28,0.2465,0.116,0.072,Check Locally,Rural,0.761,0.447
1330,Pet Care,Cat Litter,Blister Pack,Tinplate,Pump,Low,4.159,0.9434,0.227,88,36,1.3211,0.126,0.042,Not Recycled,Urban Metro,0.238,0.069
1331,Cosmetics,Mascara,Pouch,Aluminium,Heat Seal,Medium,0.05,0.0086,0.172,169,93,0.0117,0.564,0.043,Not Recycled,Rural,0.262,0.738
1332,Food & Beverage,Snacks,Sachet,Flexible Plastic,Heat Seal,High,0.146,0.0277,0.19,226,72,0.0593,0.009,0.083,Compostable,Tier-2 City,0.957,0.61
1333,Stationery,Marker,Box,Composite (Plastic+Paper),None,Low,0.05,0.0111,0.223,94,28,0.0353,0.274,0.084,Check Locally,Urban Metro,0.633,0.539
1334,Personal Care,Deodorant,Pouch,Rigid Plastic,Heat Seal,Low,0.199,0.0399,0.2,68,73,0.0886,0.159,0.061,Compostable,Urban Metro,0.701,0.61
1335,Pet Care,Pet Shampoo,Bottle,Flexible Plastic,Flip Top,Medium,0.357,0.0725,0.203,153,41,0.2878,0.214,0.061,Widely Recycled,Rural,0.832,0.506
1336,Stationery,Notebook,Tub,Glass,Pump,Medium,0.437,0.1188,0.272,186,93,0.1316,0.349,0.22,Widely Recycled,Urban Metro,0.836,0.724
1337,Pet Care,Cat Litter,Carton,Paperboard,Snap Fit,Medium,5.037,0.6024,0.12,231,95,0.5353,0.904,0.022,Not Recycled,Rural,0.263,0.69
