Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Home Decor,2.36,1.59,10,FALSE,Air,2392,Mushroom Pkg (Mycelium),2.94,14.113,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,35.72,35.07,23.26,2.79,1.809286251,B,0.007936
Electronics,0.35,0,7,TRUE,Road,772,Honeycomb Paper,1.54,0.135,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,95.37,3.64,2.18,13.9,2.003668806,B,0
Electronics,16.95,6.9,9,TRUE,Road,2562,Mushroom Pkg (Mycelium),8.58,21.713,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,49.38,78.51,18.32,3.72,5.142576139,A,0.0345
Electronics,0.11,0,5,TRUE,Road,337,Honeycomb Paper,1.04,0.019,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,99.12,0.75,0.41,18.57,2.195116597,B,0
Furniture,41.48,310.15,6,FALSE,Road,806,Wood Crate,125.26,124.99,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,22.9,35.3,37.8,11.5,1.120634891,C,1.550752
Electronics,24.17,6.62,10,TRUE,Road,2054,Mushroom Pkg (Mycelium),11.67,24.823,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.89,91.57,19.22,3.37,5.717169318,A,0.03312
Clothing,1.59,3.78,3,TRUE,Road,100,Recycled PET Box,2.11,0.189,320,Recycled PVC Film,Plastic,1279,39.86,1.59,1.476,No,80.72,11.21,20.31,31.81,0.441555862,D,0.0189
Clothing,1.16,1.23,4,FALSE,Air,923,Kraft Paper Mailer,1.29,2.838,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,62.42,7.39,20.16,31.48,0.439880931,D,0.00616
Clothing,1.73,4.03,2,TRUE,Air,2373,Kraft Paper Mailer,2.01,23.908,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,22.92,7.8,41.35,52.56,0.226360333,E,0.02014
Furniture,13.21,37.18,5,FALSE,Road,2632,Wood Crate,15.87,48.929,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,37.78,27.69,30.5,13.44,1.089442587,C,0.1859
Furniture,11.73,30.46,5,FALSE,Road,247,Wood Crate,13.18,3.762,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,67.52,27.3,15.92,13.44,2.057788815,B,0.15228
Clothing,0.81,1.48,3,FALSE,Air,2295,Kraft Paper Mailer,1.19,8.492,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.4,7.21,29.29,39.39,0.295390908,E,0.007392
Electronics,2.48,0.21,8,TRUE,Air,2835,Mushroom Pkg (Mycelium),2.59,17.577,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,30.93,33.44,24.99,4.15,1.605762241,B,0.001026
Electronics,19.57,8.24,10,TRUE,Road,713,Mushroom Pkg (Mycelium),9.83,6.977,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,62.11,88,13.71,3.37,7.70240644,A,0.041205
Home Decor,1.03,1.25,9,FALSE,Air,1694,Mushroom Pkg (Mycelium),2.3,5.294,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,56.42,21.1,15.77,3.08,1.605580114,B,0.006272
Furniture,14.76,37.21,6,FALSE,Road,954,Wood Crate,16.08,17.749,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,51.15,32.95,23.95,11.5,1.650939388,B,0.186048
Electronics,0.11,0,4,TRUE,Air,2715,Corrugated Cardboard,0.84,0.747,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,86.03,0.07,7.18,3.99,0.011699163,E,0
Furniture,15.46,6.62,9,FALSE,Road,2114,Mushroom Pkg (Mycelium),7.98,16.341,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,53.28,76.98,16.91,3.08,5.462802752,A,0.033075
Electronics,0.15,0,5,TRUE,Air,832,Honeycomb Paper,1.06,0.312,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,92.27,1.24,3.64,18.57,0.408791096,D,1.60E-05
Beauty,0.9,0.27,5,TRUE,Air,1024,PLA Bioplastic,1.36,2.304,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,62.48,15.44,21.35,33.25,0.867821973,C,0.001344
Home Decor,1.51,1.22,9,FALSE,Air,960,Mushroom Pkg (Mycelium),2.4,3.624,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,63.05,24.54,13.37,3.08,2.202542842,B,0.00609
Beauty,0.46,0.04,9,TRUE,Road,525,Wood Crate,1.98,0.121,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,97.07,4.38,1.44,8.01,3.649997465,B,0.00018
Home Decor,1.21,1.49,9,FALSE,Air,1508,PLA Bioplastic,2.4,5.617,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,48.86,26.54,29.11,19.9,1.094056987,C,0.00744
Beauty,0.25,0.03,8,TRUE,Air,1458,Mushroom Pkg (Mycelium),1.7,0.911,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,84.77,4.56,5.51,4.15,0.993103268,C,0.00016
Electronics,0.15,0,6,TRUE,Air,2938,Honeycomb Paper,1.26,1.102,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,81.83,1.26,8.56,15.9,0.176635493,E,1.60E-05
Home Decor,1.52,1.34,9,FALSE,Road,544,Mushroom Pkg (Mycelium),2.41,0.413,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,92.4,24.6,2.75,3.08,10.73454155,A,0.00672
Clothing,1.19,4.04,4,TRUE,Air,2141,Kraft Paper Mailer,2.42,21.624,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,25.58,13.45,39.92,31.48,0.404308607,D,0.02021
Furniture,14.14,4.27,10,FALSE,Road,1825,Mushroom Pkg (Mycelium),7.66,12.903,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,56.46,81.54,15.75,2.79,6.212571034,A,0.02134
Clothing,1.35,4.28,2,TRUE,Air,1736,Kraft Paper Mailer,2.11,18.575,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,28.64,7.9,38.28,52.56,0.247648896,E,0.02142
Electronics,0.27,0,6,TRUE,Air,1613,Honeycomb Paper,1.31,1.089,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,81.02,2.67,8.94,15.9,0.358389222,E,0
Beauty,0.87,0.21,5,TRUE,Air,1564,PLA Bioplastic,1.35,3.402,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,58.01,15.02,23.9,33.25,0.754142228,D,0.001064
Furniture,12.05,4.93,10,FALSE,Road,2962,Mushroom Pkg (Mycelium),6.82,17.846,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,52.6,78.02,17.15,2.79,5.459125046,A,0.024644
Electronics,2.2,0.22,7,TRUE,Air,2955,Honeycomb Paper,2.28,16.253,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,31.08,17.65,32.47,13.9,0.652294406,D,0.00108
Furniture,13.39,4.72,9,FALSE,Road,90,Mushroom Pkg (Mycelium),7.16,0.603,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,78.72,74.29,7.7,3.08,11.57766083,A,0.0236
Electronics,0.18,0,6,TRUE,Air,1242,Honeycomb Paper,1.27,0.559,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,88.17,1.63,5.57,15.9,0.351166903,E,1.60E-05
Furniture,14.19,27.72,5,FALSE,Road,1354,Wood Crate,12.09,18.766,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,50.58,27.08,24.23,13.44,1.341147283,C,0.1386
Home Decor,2.37,1.43,9,FALSE,Air,2070,Mushroom Pkg (Mycelium),2.75,12.265,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,38.71,33.87,22.18,3.08,1.832461595,B,0.007168
Electronics,16.76,6.55,9,TRUE,Road,53,PLA Bioplastic,8.5,0.444,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,45.32,85.77,31.12,19.9,3.307326372,B,0.032736
Electronics,1.54,0.21,8,TRUE,Air,1904,Mushroom Pkg (Mycelium),2.22,7.33,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,49.7,24.04,18.2,4.15,1.585054858,B,0.001064
Electronics,17.62,7.4,10,TRUE,Road,1560,Mushroom Pkg (Mycelium),9.05,13.744,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,55.12,86.04,16.24,3.37,6.357635077,A,0.037
Clothing,0.16,0.22,2,FALSE,Air,1173,Kraft Paper Mailer,0.49,0.645,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.62,1.22,7.18,52.56,0.203899693,E,0.00108
Electronics,0.34,0,7,TRUE,Air,2876,Honeycomb Paper,1.54,2.445,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,69.68,3.51,14.28,13.9,0.294957963,E,0
Electronics,21.05,8.65,9,TRUE,Road,293,Mushroom Pkg (Mycelium),10.22,3.084,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,68.09,81.89,11.55,3.72,8.508051211,A,0.04323
Electronics,0.29,0,8,TRUE,Air,1765,Mushroom Pkg (Mycelium),1.72,1.28,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,80.61,5.33,7.02,4.15,0.911110981,C,0
Electronics,2.22,0.24,7,TRUE,Air,1258,Honeycomb Paper,2.29,6.982,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,47,17.74,24.97,13.9,0.852543018,C,0.0012
Home Decor,1.84,1.34,10,FALSE,Air,2591,Mushroom Pkg (Mycelium),2.74,11.919,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,39.49,29.23,21.89,2.79,1.602375441,B,0.00672
Electronics,0.29,0.02,9,TRUE,Air,2489,Mushroom Pkg (Mycelium),1.92,1.805,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,75.8,5.37,8.76,3.72,0.735616354,D,8.40E-05
Furniture,67.55,359.96,5,FALSE,Road,2626,Wood Crate,144.98,472.627,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,2.8,29.38,47.65,13.44,0.739895053,D,1.799808
Electronics,0.39,0,9,TRUE,Air,1655,Mushroom Pkg (Mycelium),1.96,1.614,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,77.28,7.29,8.22,3.72,1.064233447,C,0
Electronics,0.24,0,8,TRUE,Road,284,Mushroom Pkg (Mycelium),1.7,0.034,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,99.48,4.35,0.19,4.15,27.47353961,A,0
Clothing,1.62,3.92,2,TRUE,Air,1866,Kraft Paper Mailer,1.97,18.287,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,28.65,7.74,38.28,52.56,0.242633223,E,0.0196
Beauty,0.45,0.04,8,TRUE,Air,1230,Mushroom Pkg (Mycelium),1.78,1.384,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,79.3,8.33,7.49,4.15,1.334579261,C,0.00018
Beauty,0.92,0.21,4,TRUE,Air,1216,PLA Bioplastic,1.17,2.797,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,60.1,14.64,22.71,39.92,0.773579887,D,0.001064
Clothing,1.04,3.69,3,TRUE,Air,1150,Kraft Paper Mailer,2.08,10.609,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,40.54,10.58,31.9,39.39,0.397993718,D,0.01845
Electronics,2.35,0.22,8,TRUE,Air,1980,Mushroom Pkg (Mycelium),2.54,11.633,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,39.84,32.29,21.77,4.15,1.779880488,B,0.001102
Electronics,0.33,0,7,TRUE,Air,998,Honeycomb Paper,1.53,0.823,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,83.42,3.42,7.81,13.9,0.525480086,D,0
Electronics,2.12,0.11,7,TRUE,Air,1412,Honeycomb Paper,2.25,7.484,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,45.98,17.22,25.45,13.9,0.811944958,D,0.000551
Furniture,71.23,248.64,5,FALSE,Road,2535,Wood Crate,100.46,315.151,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,8.82,29.29,44.7,13.44,0.786308707,D,1.2432
Clothing,1.06,1.23,3,FALSE,Road,363,Corrugated Cardboard,1.09,0.223,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,87.78,4.17,6.28,5.02,0.79681516,D,0.00616
Electronics,16.12,6.11,10,TRUE,Road,1945,Mushroom Pkg (Mycelium),8.45,15.677,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,53.72,84.29,16.75,3.37,6.038686207,A,0.030552
Clothing,0.18,0.1,2,FALSE,Air,1167,Kraft Paper Mailer,0.47,0.525,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,87.96,0.94,6.46,52.56,0.174612976,E,0.00048
Electronics,1.53,0.11,8,TRUE,Air,1730,Mushroom Pkg (Mycelium),2.21,6.617,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,51.75,23.99,17.46,4.15,1.648797156,B,0.000567
Electronics,2.02,0.12,9,TRUE,Air,927,Mushroom Pkg (Mycelium),2.61,4.681,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,58.07,30.34,15.17,3.72,2.399999842,B,0.000608
Home Decor,2.59,1.22,10,FALSE,Road,556,Mushroom Pkg (Mycelium),3.04,0.72,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,88.31,37.27,4.23,2.79,10.57304715,A,0.006076
Furniture,13.15,6.85,9,FALSE,Road,187,Mushroom Pkg (Mycelium),7.06,1.23,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,76.58,73.99,8.47,3.08,10.48264339,A,0.03424
Clothing,0.26,0.1,2,FALSE,Air,2312,Kraft Paper Mailer,0.5,1.503,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,76.54,1.52,12.59,52.56,0.144876875,E,0.000494
Electronics,0.2,0.02,7,TRUE,Air,2097,Honeycomb Paper,1.48,1.049,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,82,1.88,8.48,13.9,0.266037704,E,8.40E-05
Electronics,0.2,0,5,TRUE,Air,1145,Honeycomb Paper,1.08,0.573,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,87.77,1.83,5.76,18.57,0.381249934,D,0
Beauty,0.89,0.27,3,TRUE,Air,1601,PLA Bioplastic,0.96,3.562,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,57.25,12.87,24.33,49.94,0.63477186,D,0.001344
Clothing,1.3,3.4,2,TRUE,Air,817,Kraft Paper Mailer,1.76,6.944,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,47.92,7.49,27.94,52.56,0.321689323,E,0.01702
Clothing,0.19,0.18,1,FALSE,Air,1354,Kraft Paper Mailer,0.28,0.643,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.24,0.75,7.38,78.9,0.121951203,E,0.00092
Clothing,1.75,3.99,2,TRUE,Air,2902,Kraft Paper Mailer,2,28.947,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,18.81,7.76,43.56,52.56,0.2137741,E,0.019926
Furniture,11.72,37.27,4,FALSE,Road,1284,Wood Crate,15.71,23.927,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,47.89,22.3,25.55,16.15,1.04735808,C,0.186355
Electronics,0.24,0,6,TRUE,Air,2704,Honeycomb Paper,1.3,1.622,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,76.26,2.32,11.18,15.9,0.249016078,E,0
Electronics,0.15,0,5,TRUE,Air,821,Honeycomb Paper,1.06,0.308,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,92.34,1.24,3.61,18.57,0.412188251,D,0
Furniture,77.9,277.34,7,FALSE,Road,2183,Wood Crate,112.34,302.717,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,9.32,41.17,44.46,10.05,1.111201055,C,1.38672
Home Decor,1.8,1.26,9,FALSE,Air,2242,Mushroom Pkg (Mycelium),2.52,10.089,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,43.02,27.95,20.62,3.08,1.626576061,B,0.0063
Beauty,0.27,0.05,8,TRUE,Road,571,Mushroom Pkg (Mycelium),1.71,0.077,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,98.78,4.94,0.44,4.15,13.47269665,A,0.00025
Electronics,0.19,0,5,TRUE,Air,859,Honeycomb Paper,1.08,0.408,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,90.27,1.7,4.58,18.57,0.44541475,D,0
Electronics,0.21,0,8,TRUE,Air,2534,Mushroom Pkg (Mycelium),1.68,1.33,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,80.25,3.77,7.15,4.15,0.632727184,D,0
Electronics,0.3,0.02,6,TRUE,Road,110,Honeycomb Paper,1.32,0.017,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,97.23,3.02,1.3,15.9,2.787690163,B,8.40E-05
Beauty,0.56,0.2,5,TRUE,Air,2635,PLA Bioplastic,1.22,3.689,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,59.23,10.5,23.2,33.25,0.543103425,D,0.001008
Furniture,19.34,4.21,9,FALSE,Road,2745,Mushroom Pkg (Mycelium),9.54,26.544,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.45,80.59,19.38,3.08,4.990092622,B,0.021056
Beauty,0.66,0.26,4,TRUE,Air,883,PLA Bioplastic,1.06,1.457,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,69.6,11.45,17.3,39.92,0.794219607,D,0.00128
Electronics,1.95,0.12,7,TRUE,Air,2884,Honeycomb Paper,2.18,14.059,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,34.27,16.31,30.97,13.9,0.631966399,D,0.000609
Clothing,0.26,0.09,1,FALSE,Air,880,Kraft Paper Mailer,0.3,0.572,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.23,1.15,7.39,78.9,0.186738811,E,0.00044
Furniture,17.4,6.68,10,FALSE,Road,1963,Mushroom Pkg (Mycelium),8.96,17.078,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,52.45,85.82,17.21,2.79,5.983962465,A,0.03339
Beauty,0.33,0.04,8,TRUE,Air,2486,Mushroom Pkg (Mycelium),1.73,2.051,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,73.79,6.11,9.48,4.15,0.77341764,D,0.00018
Home Decor,1.69,1.18,10,FALSE,Air,936,Mushroom Pkg (Mycelium),2.68,3.955,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,61.36,27.41,13.98,2.79,2.352789531,B,0.00588
Beauty,0.74,0.18,5,TRUE,Road,444,PLA Bioplastic,1.3,0.164,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,85.74,13.18,8.12,33.25,1.947783011,B,0.000882
Electronics,0.12,0,6,TRUE,Air,2883,Honeycomb Paper,1.25,0.865,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,84.78,0.88,7.17,15.9,0.147280314,E,2.00E-05
Electronics,0.13,0,4,TRUE,Air,1503,Corrugated Cardboard,0.85,0.488,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,89.3,0.19,5.5,3.99,0.041454538,E,1.60E-05
Furniture,11.03,32.48,5,FALSE,Road,2343,Wood Crate,13.99,38.05,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,41.58,27.43,28.64,13.44,1.149301636,C,0.1624
Furniture,12.74,36.2,4,FALSE,Road,712,Wood Crate,15.28,12.887,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,55.41,22.27,21.86,16.15,1.222506806,C,0.181012
Clothing,1.06,3.31,4,TRUE,Air,824,Kraft Paper Mailer,2.12,6.819,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,48.89,12.53,27.42,31.48,0.548358842,D,0.01656
Beauty,0.98,0.22,3,TRUE,Road,382,Recycled PET Box,0.99,0.187,320,Recycled PVC Film,Plastic,1279,39.86,1.59,1.476,No,85.37,5.89,15.41,31.81,0.305775451,E,0.00112
Home Decor,2.38,1.12,9,FALSE,Air,1673,Mushroom Pkg (Mycelium),2.75,9.954,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,43.09,34.01,20.59,3.08,1.98212715,B,0.005616
Electronics,2.28,0.24,9,TRUE,Air,1832,Mushroom Pkg (Mycelium),2.71,10.442,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,42.13,33.05,20.94,3.72,1.893982718,B,0.001216
Home Decor,1.61,1.13,10,FALSE,Air,1284,Mushroom Pkg (Mycelium),2.64,5.168,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,56.5,26.48,15.74,2.79,2.018805463,B,0.005642
Furniture,12.33,3.97,10,FALSE,Road,2795,Mushroom Pkg (Mycelium),6.93,17.231,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,53.03,78.57,17,2.79,5.546117321,A,0.019872
Electronics,21.55,6.66,10,TRUE,Road,2348,Mushroom Pkg (Mycelium),10.62,25.3,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,46.89,89.7,19.22,3.37,5.600415942,A,0.0333
Furniture,49.81,233.01,7,FALSE,Road,1466,Wood Crate,94.6,170.796,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,18.17,41.08,40.12,10.05,1.228713828,C,1.165056
Electronics,17.34,8.19,9,TRUE,Road,226,Mushroom Pkg (Mycelium),8.74,1.959,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,72.17,78.85,10.07,3.72,9.396225482,A,0.04095
Clothing,0.26,0.09,1,FALSE,Air,1936,Kraft Paper Mailer,0.3,1.258,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.73,1.15,11.41,78.9,0.120946528,E,0.000437
Furniture,12.27,38.06,5,FALSE,Road,1807,Wood Crate,16.22,34.387,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,42.86,27.73,28.01,13.44,1.188004242,C,0.19032
Electronics,23.67,8.93,10,TRUE,Road,2326,Wood Crate,11.47,27.528,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,44.37,49.3,27.27,7.27,2.169416862,B,0.04464
Clothing,0.2,0.11,2,FALSE,Air,1612,Kraft Paper Mailer,0.48,0.806,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,84.11,1.08,8.52,52.56,0.152112658,E,0.000546
Furniture,17.23,5.12,10,FALSE,Road,202,Mushroom Pkg (Mycelium),8.89,1.74,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,72.8,85.65,9.84,2.79,10.44512089,A,0.025575
Electronics,0.37,0,9,TRUE,Air,1140,Mushroom Pkg (Mycelium),1.95,1.054,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,82.86,6.92,6.2,3.72,1.339354623,C,0
Beauty,0.76,0.22,4,TRUE,Air,2524,PLA Bioplastic,1.1,4.796,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,53.79,12.78,26.3,39.92,0.583117849,D,0.00112
Clothing,1.07,1.41,4,FALSE,Air,2175,Kraft Paper Mailer,1.36,7.667,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,46.71,8.09,28.59,31.48,0.339559275,E,0.00704
Furniture,78.65,317,6,FALSE,Road,2824,Wood Crate,128,447.604,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,3.52,35.31,47.3,11.5,0.895813935,C,1.58498
Furniture,12.94,30.24,5,FALSE,Road,1330,Honeycomb Paper,13.1,20.11,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,46.56,30.65,25.18,18.57,1.460683024,B,0.1512
Electronics,0.3,0.02,7,TRUE,Air,885,Honeycomb Paper,1.52,0.664,602,Honeycomb Paper,Paper,380,42,1.95,0.75,Yes,85.59,3.07,6.79,13.9,0.542562512,D,8.40E-05
Clothing,0.2,0.2,1,FALSE,Air,844,Kraft Paper Mailer,0.28,0.422,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,89.13,0.83,5.83,78.9,0.170840451,E,0.000988
Furniture,61.31,272.92,8,FALSE,Road,2098,Wood Crate,110.77,286.293,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,10.38,47.06,43.94,8.92,1.285207071,C,1.36458
Clothing,0.86,1.41,4,FALSE,Air,1054,Kraft Paper Mailer,1.36,3.715,550,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,59.89,8.09,21.52,31.48,0.451115221,D,0.007056
Furniture,12.28,32.74,5,FALSE,Road,779,Wood Crate,14.1,12.752,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,55.66,27.44,21.74,13.44,1.514627345,B,0.16368
Beauty,0.58,0.27,4,TRUE,Air,1457,PLA Bioplastic,1.03,2.113,575,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,66.59,10.29,19.01,39.92,0.649552833,D,0.001344
Furniture,66.3,312.82,7,FALSE,Road,1307,Wood Crate,126.53,204.428,405,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,15.21,41.23,41.57,10.05,1.190185201,C,1.564086
Electronics,0.17,0,5,TRUE,Air,2093,Corrugated Cardboard,1.07,0.89,114,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,83.58,0.46,8.44,3.31,0.065402836,E,0
Home Decor,1.23,1.26,10,FALSE,Air,1536,Bubble Wrap (LDPE),2.5,4.838,34,Standard Bubble Wrap (LDPE),Plastic,890,9.68,2.13,2.807,No,47.89,14.26,52.11,2.22,0.218921508,E,0.0063
Furniture,14.52,5.92,9,FALSE,Road,623,Mushroom Pkg (Mycelium),7.61,4.523,601,Mushroom Pkg (Mycelium),Bio-based,95,12,3.2,0.18,Yes,67.57,75.81,11.73,3.08,7.75549806,A,0.02958
