Category,Weight_kg,Volumetric_Weight_kg,L_cm,W_cm,H_cm,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg,Material_ID
Furniture,15.94,4.73,91,65,4,9,False,Road,774,Mushroom Pkg (Mycelium),8.18,6.169,601.0
Home Decor,1.59,1.34,16,15,28,10,False,Road,564,Kraft Paper Mailer,2.64,0.448,550.0
Home Decor,2.0,1.14,14,14,29,10,False,Air,2103,Mushroom Pkg (Mycelium),2.8,10.515,601.0
Electronics,0.32,0.02,14,7,1,7,True,Air,1598,Honeycomb Paper,1.53,1.278,602.0
Clothing,1.13,1.19,30,18,11,3,False,Air,2242,Kraft Paper Mailer,1.08,6.67,550.0
Furniture,44.27,282.72,190,93,80,8,False,Road,660,Wood Crate,114.69,93.298,405.0
Furniture,13.4,40.09,62,61,53,4,False,Road,773,Wood Crate,16.84,15.495,405.0
Clothing,1.62,3.11,48,36,9,4,True,Air,1884,Kraft Paper Mailer,2.04,14.648,550.0
Furniture,12.37,4.54,90,63,4,10,False,Road,1498,Kraft Paper Mailer,6.95,9.265,550.0
Electronics,1.79,0.27,32,21,2,8,True,Air,2909,Mushroom Pkg (Mycelium),2.32,13.018,601.0
Home Decor,1.27,1.01,13,13,30,9,False,Air,2897,Mushroom Pkg (Mycelium),2.31,9.198,601.0
Electronics,19.72,7.55,111,68,5,10,True,Road,686,Mushroom Pkg (Mycelium),9.89,6.764,601.0
Electronics,0.32,0.02,16,7,1,8,True,Air,839,Mushroom Pkg (Mycelium),1.73,0.671,601.0
Home Decor,1.63,1.3,14,16,29,10,False,Air,2544,Mushroom Pkg (Mycelium),2.65,10.367,601.0
Electronics,0.16,0.01,5,5,1,5,True,Air,2996,Honeycomb Paper,1.06,1.198,602.0
Clothing,0.15,0.21,26,20,2,2,False,Air,1920,Kraft Paper Mailer,0.48,1.008,550.0
Home Decor,1.89,1.09,13,15,28,9,False,Air,2215,Mushroom Pkg (Mycelium),2.56,10.466,601.0
Furniture,19.44,5.07,99,64,4,10,False,Road,1922,Kraft Paper Mailer,9.78,18.682,550.0
Electronics,0.17,0.0,5,4,1,6,True,Road,334,Honeycomb Paper,1.27,0.028,602.0
Beauty,0.83,0.21,19,8,7,3,True,Air,1504,PLA Bioplastic,0.93,3.121,575.0
Clothing,0.99,1.44,30,20,12,4,False,Air,1251,Kraft Paper Mailer,1.38,4.504,550.0
Furniture,76.52,315.72,206,97,79,8,False,Road,2510,Wood Crate,127.89,396.229,405.0
Clothing,0.22,0.19,24,20,2,1,False,Air,1886,Kraft Paper Mailer,0.29,1.037,550.0
Furniture,11.11,35.41,56,62,51,6,False,Road,2225,Wood Crate,15.36,39.394,405.0
Furniture,13.87,33.45,59,63,45,6,False,Road,1983,Wood Crate,14.58,33.166,405.0
Electronics,0.33,0.0,14,7,0,9,True,Road,415,Cornstarch Foam,1.93,0.068,368.0
Furniture,19.2,5.39,93,58,5,10,False,Road,2737,Mushroom Pkg (Mycelium),9.68,26.275,601.0
Clothing,0.25,0.09,26,18,1,1,False,Air,1143,Kraft Paper Mailer,0.3,0.714,550.0
Clothing,1.57,3.85,52,37,10,4,True,Air,2733,Kraft Paper Mailer,2.34,26.305,550.0
Electronics,0.21,0.0,15,7,0,9,True,Road,294,Mushroom Pkg (Mycelium),1.88,0.031,601.0
Electronics,0.15,0.0,4,4,1,5,True,Air,1988,Honeycomb Paper,1.06,0.746,602.0
Furniture,47.41,347.11,217,93,86,7,False,Road,2142,Wood Crate,140.24,371.755,405.0
Clothing,0.23,0.1,25,19,1,1,False,Air,1406,Kraft Paper Mailer,0.29,0.808,550.0
Furniture,61.49,243.5,190,89,72,5,False,Road,643,Wood Crate,98.4,78.285,405.0
Electronics,0.24,0.0,14,7,0,9,True,Air,2502,Mushroom Pkg (Mycelium),1.9,1.501,601.0
Beauty,0.56,0.2,18,8,7,3,True,Air,2423,PLA Bioplastic,0.82,3.392,575.0
Clothing,0.22,0.08,22,19,1,2,False,Air,2493,Kraft Paper Mailer,0.49,1.371,550.0
Furniture,13.72,35.8,65,54,51,5,False,Road,2661,Wood Crate,15.32,47.632,405.0
Beauty,0.36,0.04,10,4,5,10,True,Air,1416,Mushroom Pkg (Mycelium),2.14,1.274,601.0
Electronics,23.05,7.99,121,66,5,10,True,Road,2218,Mushroom Pkg (Mycelium),11.22,25.562,601.0
Beauty,0.32,0.04,10,5,4,10,True,Air,1440,Mushroom Pkg (Mycelium),2.13,1.152,601.0
Beauty,0.38,0.04,9,5,4,9,True,Road,456,Mushroom Pkg (Mycelium),1.95,0.087,601.0
Electronics,0.18,0.01,5,5,1,5,True,Air,1584,Honeycomb Paper,1.07,0.713,602.0
Furniture,74.12,325.99,204,94,85,5,False,Road,662,Wood Crate,131.4,107.903,405.0
Furniture,16.46,5.21,105,62,4,10,False,Road,52,Mushroom Pkg (Mycelium),8.58,0.428,601.0
Electronics,2.08,0.26,31,21,2,9,True,Air,889,Mushroom Pkg (Mycelium),2.63,4.623,601.0
Electronics,1.93,0.21,28,19,2,7,True,Air,1477,Honeycomb Paper,2.17,7.127,602.0
Beauty,0.39,0.04,10,5,4,10,True,Air,1597,Mushroom Pkg (Mycelium),2.16,1.557,601.0
Furniture,50.39,309.62,213,92,79,8,False,Road,966,Wood Crate,125.45,149.546,405.0
Clothing,1.02,1.23,31,18,11,4,False,Air,2039,Kraft Paper Mailer,1.29,6.27,550.0
Clothing,1.19,1.15,32,18,10,4,False,Air,1583,Kraft Paper Mailer,1.28,4.709,550.0
Furniture,19.99,6.04,93,65,5,9,False,Road,2953,Mushroom Pkg (Mycelium),9.8,29.515,601.0
Electronics,22.91,6.93,117,74,4,10,True,Road,466,Mushroom Pkg (Mycelium),11.16,5.338,601.0
Furniture,11.33,33.48,62,60,45,6,False,Road,1649,Wood Crate,14.59,27.604,405.0
Clothing,1.0,1.25,29,18,12,4,False,Road,406,Kraft Paper Mailer,1.3,0.254,550.0
Electronics,1.8,0.1,27,18,1,9,True,Air,1343,Mushroom Pkg (Mycelium),2.52,6.044,601.0
Furniture,14.79,33.69,56,64,47,6,False,Road,2476,Wood Crate,14.68,41.708,405.0
Electronics,0.35,0.0,13,7,0,8,True,Road,350,Mushroom Pkg (Mycelium),1.74,0.061,601.0
Furniture,14.79,32.83,64,57,45,4,False,Road,1818,Wood Crate,13.93,29.842,405.0
Electronics,0.18,0.0,5,4,0,4,True,Road,505,Corrugated Cardboard,0.87,0.045,114.0
Furniture,77.08,277.2,204,86,79,7,False,Road,2739,Wood Crate,112.28,379.625,405.0
Electronics,1.68,0.23,29,20,2,9,True,Air,1832,Mushroom Pkg (Mycelium),2.47,7.694,601.0
Furniture,13.53,5.85,90,65,5,10,False,Road,2294,Mushroom Pkg (Mycelium),7.41,15.519,601.0
Furniture,14.97,4.86,103,59,4,9,False,Road,2750,Mushroom Pkg (Mycelium),7.79,20.584,601.0
Beauty,0.71,0.21,19,7,8,5,True,Air,802,PLA Bioplastic,1.28,1.424,575.0
Furniture,15.0,38.4,64,60,50,4,False,Road,2648,Wood Crate,16.16,50.842,405.0
Furniture,77.02,277.73,187,94,79,7,False,Road,719,Wood Crate,112.49,99.844,405.0
Electronics,1.94,0.12,28,21,1,7,True,Air,1628,Honeycomb Paper,2.18,7.896,602.0
Clothing,0.93,1.25,30,19,11,4,False,Road,692,Kraft Paper Mailer,1.3,0.432,550.0
Electronics,1.84,0.26,32,20,2,7,True,Air,2687,Honeycomb Paper,2.14,12.36,602.0
Furniture,13.32,32.94,61,60,45,4,False,Road,2355,Wood Crate,13.98,38.787,405.0
Clothing,0.89,1.32,30,20,11,3,False,Road,256,Kraft Paper Mailer,1.13,0.169,550.0
Clothing,1.79,3.16,45,39,9,4,True,Air,2076,Kraft Paper Mailer,2.06,16.4,550.0
Furniture,13.17,27.7,57,54,45,6,False,Road,2868,Wood Crate,12.28,39.722,405.0
Furniture,51.88,278.28,199,92,76,7,False,Road,564,Wood Crate,112.71,78.475,405.0
Clothing,1.02,1.17,27,18,12,3,False,Air,2516,Kraft Paper Mailer,1.07,7.359,550.0
Electronics,0.14,0.0,5,4,0,6,True,Road,289,Honeycomb Paper,1.26,0.02,602.0
Furniture,14.21,42.06,64,62,53,4,False,Road,1070,Wood Crate,17.62,22.502,405.0
Furniture,57.82,251.71,184,95,72,8,False,Road,1134,Wood Crate,102.28,142.72,405.0
Electronics,0.27,0.02,13,7,1,8,True,Air,1792,Mushroom Pkg (Mycelium),1.71,1.21,601.0
Clothing,1.71,4.21,49,43,10,4,True,Road,666,Kraft Paper Mailer,2.48,1.402,550.0
Home Decor,1.92,1.25,16,14,28,10,False,Road,150,Mushroom Pkg (Mycelium),2.77,0.144,601.0
Beauty,0.35,0.03,9,4,4,10,True,Road,757,Mushroom Pkg (Mycelium),2.14,0.132,601.0
Furniture,10.18,36.95,58,65,49,5,False,Road,1147,Wood Crate,15.78,21.191,405.0
Clothing,1.36,3.77,46,41,10,2,True,Road,472,Kraft Paper Mailer,1.91,0.89,550.0
Beauty,0.63,0.24,21,7,8,4,True,Air,1894,PLA Bioplastic,1.05,2.983,575.0
Clothing,1.13,3.68,46,40,10,2,True,Road,174,Recycled PET Box,1.87,0.32,320.0
Home Decor,1.03,1.13,13,14,31,10,False,Road,196,Mushroom Pkg (Mycelium),2.45,0.111,601.0
Electronics,2.0,0.12,29,20,1,8,True,Air,1032,Mushroom Pkg (Mycelium),2.4,5.16,601.0
Beauty,0.28,0.04,10,4,5,10,True,Air,2427,Mushroom Pkg (Mycelium),2.11,1.699,601.0
Furniture,13.55,5.96,101,59,5,10,False,Road,1011,Mushroom Pkg (Mycelium),7.42,6.85,601.0
Electronics,1.58,0.12,29,21,1,7,True,Air,1731,Honeycomb Paper,2.03,6.837,602.0
Furniture,13.62,5.53,97,57,5,9,False,Road,2149,Mushroom Pkg (Mycelium),7.25,14.635,601.0
Electronics,0.38,0.0,14,6,0,6,True,Road,660,Honeycomb Paper,1.35,0.125,602.0
Electronics,19.51,6.37,109,73,4,9,True,Road,2415,Mushroom Pkg (Mycelium),9.6,23.558,601.0
Electronics,0.21,0.02,15,6,1,9,True,Air,2693,Mushroom Pkg (Mycelium),1.88,1.414,601.0
Electronics,0.38,0.0,14,7,0,7,True,Air,1789,Honeycomb Paper,1.55,1.7,602.0
Electronics,0.27,0.02,16,7,1,7,True,Air,1216,Honeycomb Paper,1.51,0.821,602.0
Electronics,1.78,0.23,32,18,2,8,True,Air,1724,Mushroom Pkg (Mycelium),2.31,7.672,601.0
Furniture,10.24,38.22,60,65,49,5,False,Road,2652,Wood Crate,16.29,50.68,405.0
Furniture,70.72,327.92,205,93,86,6,False,Road,799,Mushroom Pkg (Mycelium),132.37,131.004,601.0
Electronics,23.37,8.4,120,70,5,9,True,Road,2797,Mushroom Pkg (Mycelium),11.15,32.683,601.0
Furniture,15.57,5.1,98,65,4,10,False,Road,274,Mushroom Pkg (Mycelium),8.23,2.133,601.0
Clothing,0.19,0.19,27,18,2,1,False,Air,2513,Kraft Paper Mailer,0.28,1.194,550.0
Clothing,1.51,4.03,53,38,10,4,True,Air,1744,Kraft Paper Mailer,2.41,17.571,550.0
Electronics,0.28,0.0,13,6,0,7,True,Air,1389,Honeycomb Paper,1.51,0.972,602.0
Furniture,56.12,306.19,214,98,73,8,False,Road,2491,Wood Crate,124.08,381.36,405.0
Clothing,0.91,1.3,31,19,11,3,False,Air,1654,Kraft Paper Mailer,1.12,5.376,550.0
Furniture,63.86,314.75,208,97,78,6,False,Road,2265,Wood Crate,127.1,356.454,405.0
Beauty,0.74,0.26,20,8,8,4,True,Air,2059,PLA Bioplastic,1.1,3.809,575.0
Furniture,14.67,31.86,54,59,50,5,False,Road,339,Wood Crate,13.74,5.4,405.0
Electronics,0.15,0.0,5,4,0,5,True,Air,2595,Honeycomb Paper,1.06,0.973,602.0
Beauty,0.3,0.03,10,4,4,10,True,Air,2648,PLA Bioplastic,2.12,1.986,575.0
Beauty,0.41,0.04,9,4,5,9,True,Air,2489,Mushroom Pkg (Mycelium),1.96,2.551,601.0
Furniture,13.46,5.03,103,61,4,10,False,Road,2725,Mushroom Pkg (Mycelium),7.38,18.339,601.0
Electronics,0.33,0.0,13,7,0,8,True,Air,2572,Mushroom Pkg (Mycelium),1.73,2.122,601.0
Electronics,0.31,0.02,13,6,1,6,True,Air,2825,Honeycomb Paper,1.32,2.189,602.0
Electronics,0.11,0.0,5,4,0,5,True,Road,626,Honeycomb Paper,1.04,0.034,602.0
Electronics,0.15,0.0,5,4,1,5,True,Air,2771,Cornstarch Foam,1.06,1.039,368.0
Beauty,0.94,0.22,20,7,8,4,True,Air,2622,PLA Bioplastic,1.18,6.162,575.0
Home Decor,1.05,1.3,16,14,29,10,False,Air,2603,Mushroom Pkg (Mycelium),2.52,8.46,601.0
Clothing,0.15,0.09,23,19,1,1,False,Air,2170,Kraft Paper Mailer,0.26,0.814,550.0
Electronics,0.19,0.0,5,4,0,6,True,Air,2309,Honeycomb Paper,1.28,1.097,602.0
Beauty,0.24,0.03,10,4,4,9,True,Air,885,Mushroom Pkg (Mycelium),1.9,0.531,601.0
Beauty,0.75,0.21,19,8,7,5,True,Air,1217,PLA Bioplastic,1.3,2.282,575.0
Beauty,0.33,0.03,9,4,4,9,True,Road,422,Mushroom Pkg (Mycelium),1.93,0.07,601.0
Electronics,19.37,6.38,119,67,4,9,True,Road,2937,Mushroom Pkg (Mycelium),9.55,28.445,601.0
Clothing,1.65,4.43,54,41,10,2,True,Air,2605,Kraft Paper Mailer,2.17,28.85,550.0
Electronics,17.52,8.7,128,68,5,10,True,Road,130,Mushroom Pkg (Mycelium),9.01,1.139,601.0
Home Decor,1.38,1.05,15,13,27,9,False,Road,468,Mushroom Pkg (Mycelium),2.35,0.323,601.0
Clothing,0.89,1.07,27,18,11,5,False,Air,865,Kraft Paper Mailer,1.43,2.314,550.0
Electronics,18.74,6.93,114,76,4,10,True,Road,1869,Mushroom Pkg (Mycelium),9.5,17.513,601.0
Home Decor,2.71,1.3,15,14,31,9,False,Air,1582,Mushroom Pkg (Mycelium),2.88,10.718,601.0
Electronics,0.12,0.01,5,5,1,4,True,Air,847,Corrugated Cardboard,0.85,0.254,114.0
Electronics,2.45,0.13,32,21,1,8,True,Air,1427,Kraft Paper Mailer,2.58,8.74,550.0
Furniture,17.69,5.92,97,61,5,9,False,Road,405,Mushroom Pkg (Mycelium),8.88,3.582,601.0
Home Decor,2.46,1.44,16,15,30,9,False,Air,2693,Mushroom Pkg (Mycelium),2.78,16.562,601.0
Furniture,17.78,5.64,94,60,5,9,False,Road,2540,Mushroom Pkg (Mycelium),8.91,22.581,601.0
Beauty,0.3,0.04,10,5,4,9,True,Air,1529,Mushroom Pkg (Mycelium),1.92,1.147,601.0
Furniture,78.03,252.08,194,89,73,6,False,Road,894,Wood Crate,102.03,112.68,405.0
Home Decor,1.82,0.98,14,13,27,9,False,Road,145,Mushroom Pkg (Mycelium),2.53,0.132,601.0
Beauty,0.32,0.04,10,5,4,10,True,Air,889,Mushroom Pkg (Mycelium),2.13,0.711,601.0
Clothing,0.25,0.21,26,20,2,2,False,Air,2298,Kraft Paper Mailer,0.5,1.436,550.0
Electronics,1.52,0.22,31,18,2,7,True,Air,2384,Honeycomb Paper,2.01,9.059,602.0
Furniture,19.47,6.85,107,64,5,10,False,Road,706,Honeycomb Paper,9.79,6.873,602.0
Clothing,0.88,1.07,27,18,11,5,False,Air,1269,Kraft Paper Mailer,1.43,3.395,550.0
Beauty,0.37,0.04,10,4,5,9,True,Road,778,Mushroom Pkg (Mycelium),1.95,0.144,601.0
Furniture,14.35,34.16,56,61,50,4,False,Road,1344,Wood Crate,14.46,22.956,405.0
Electronics,22.96,6.66,128,65,4,10,True,Road,123,Mushroom Pkg (Mycelium),11.18,1.412,601.0
Furniture,79.22,259.36,186,83,84,5,False,Road,463,Wood Crate,104.74,60.042,405.0
Electronics,0.17,0.0,4,5,0,4,True,Air,2157,Corrugated Cardboard,0.87,0.917,114.0
Home Decor,2.45,1.17,13,15,30,9,False,Air,2042,Mushroom Pkg (Mycelium),2.78,12.507,601.0
Furniture,11.96,31.02,60,55,47,4,False,Road,668,Wood Crate,13.21,10.361,405.0
Electronics,0.39,0.02,15,7,1,7,True,Air,992,Honeycomb Paper,1.56,0.967,602.0
Clothing,0.2,0.18,24,19,2,2,False,Air,1594,Kraft Paper Mailer,0.48,0.797,550.0
Furniture,68.69,296.22,203,96,76,7,False,Road,550,Wood Crate,119.89,81.461,405.0
Clothing,1.95,4.21,54,39,10,2,True,Air,1145,Kraft Paper Mailer,2.08,12.051,550.0
Furniture,69.47,276.59,197,90,78,6,False,Road,1080,Wood Crate,111.84,149.359,405.0
Electronics,16.52,5.76,109,66,4,10,True,Road,2576,Mushroom Pkg (Mycelium),8.61,21.278,601.0
Clothing,0.8,1.56,31,21,12,4,False,Air,1639,Kraft Paper Mailer,1.42,6.392,550.0
Electronics,2.48,0.23,30,19,2,9,True,Air,1926,Mushroom Pkg (Mycelium),2.79,11.941,601.0
Electronics,15.37,6.93,117,74,4,10,True,Road,2808,Mushroom Pkg (Mycelium),8.15,21.579,601.0
Electronics,0.15,0.0,4,5,0,6,True,Air,2955,Honeycomb Paper,1.26,1.108,602.0
Clothing,1.13,3.31,46,36,10,3,True,Road,538,Kraft Paper Mailer,1.92,0.89,550.0
Clothing,1.17,3.76,47,40,10,4,True,Road,542,Kraft Paper Mailer,2.3,1.019,550.0
Clothing,0.18,0.08,22,19,1,1,False,Air,2133,Kraft Paper Mailer,0.27,0.96,550.0
Electronics,21.41,8.44,114,74,5,10,True,Road,905,Mushroom Pkg (Mycelium),10.56,9.688,601.0
Electronics,0.12,0.01,5,5,1,5,True,Air,945,Honeycomb Paper,1.05,0.283,602.0
Beauty,0.75,0.27,21,8,8,5,True,Air,1038,PLA Bioplastic,1.3,1.946,575.0
Electronics,16.7,7.42,122,76,4,10,True,Road,497,Mushroom Pkg (Mycelium),8.68,4.15,601.0
Furniture,46.52,263.56,187,81,87,7,False,Road,2384,Wood Crate,106.82,314.164,405.0
Furniture,10.23,34.1,58,60,49,6,False,Road,1166,Wood Crate,14.84,19.88,405.0
Beauty,0.93,0.21,19,8,7,3,True,Air,2552,PLA Bioplastic,0.97,5.933,575.0
Clothing,0.26,0.17,24,18,2,1,False,Road,745,Kraft Paper Mailer,0.3,0.097,550.0
Furniture,12.03,33.6,61,54,51,6,False,Road,1698,Wood Crate,14.64,28.526,405.0
Beauty,0.7,0.2,20,7,7,3,True,Air,1896,PLA Bioplastic,0.88,3.318,575.0
Electronics,2.08,0.11,30,18,1,7,True,Air,982,Honeycomb Paper,2.23,5.106,602.0
Furniture,13.74,40.95,65,63,50,6,False,Road,491,Wood Crate,17.58,10.053,405.0
Beauty,0.9,0.2,18,7,8,3,True,Air,2686,PLA Bioplastic,0.96,6.044,575.0
Beauty,0.42,0.04,9,4,5,9,True,Air,1277,Mushroom Pkg (Mycelium),1.97,1.341,601.0
Furniture,11.36,33.2,56,57,52,5,False,Road,2184,Wood Crate,14.28,36.254,405.0
Beauty,0.9,0.27,21,8,8,3,True,Air,1856,PLA Bioplastic,0.96,4.176,575.0
Electronics,1.56,0.24,31,19,2,7,True,Air,2358,Honeycomb Paper,2.02,9.196,602.0
Beauty,0.3,0.04,9,5,5,8,True,Road,523,Mushroom Pkg (Mycelium),1.72,0.078,601.0
Home Decor,1.28,1.22,15,14,29,10,False,Air,1482,Mushroom Pkg (Mycelium),2.51,4.742,601.0
Furniture,19.67,6.89,106,65,5,10,False,Road,117,Mushroom Pkg (Mycelium),9.87,1.151,601.0
Electronics,19.75,5.73,112,64,4,9,True,Road,1608,Mushroom Pkg (Mycelium),9.7,15.879,601.0
Furniture,48.59,302.12,200,91,83,6,False,Road,711,Wood Crate,122.05,107.404,405.0
Electronics,24.02,7.5,112,67,5,10,True,Road,579,Mushroom Pkg (Mycelium),11.61,6.954,601.0
Beauty,0.71,0.21,19,7,8,4,True,Air,1409,PLA Bioplastic,1.08,2.501,575.0
Furniture,43.31,237.79,191,83,75,8,False,Road,2664,Wood Crate,96.72,316.736,405.0
Home Decor,2.77,1.54,15,16,32,9,False,Air,1943,Mushroom Pkg (Mycelium),2.91,13.455,601.0
Electronics,0.18,0.0,4,4,0,6,True,Air,998,Honeycomb Paper,1.27,0.449,602.0
Clothing,1.57,3.47,47,41,9,2,True,Air,2212,Kraft Paper Mailer,1.79,19.189,550.0
Beauty,0.34,0.03,9,4,4,8,True,Road,609,Mushroom Pkg (Mycelium),1.74,0.104,601.0
Clothing,1.08,4.04,47,43,10,3,True,Air,1730,Kraft Paper Mailer,2.22,17.473,550.0
Electronics,1.94,0.25,31,20,2,8,True,Air,2042,Mushroom Pkg (Mycelium),2.38,9.904,601.0
Electronics,22.05,9.04,119,76,5,10,True,Road,444,Mushroom Pkg (Mycelium),10.82,4.895,601.0
Electronics,1.93,0.12,32,18,1,7,True,Air,2501,Honeycomb Paper,2.17,12.067,602.0
Clothing,0.29,0.09,23,20,1,2,False,Air,1761,Kraft Paper Mailer,0.52,1.277,550.0
Clothing,0.24,0.17,24,18,2,1,False,Air,1791,Kraft Paper Mailer,0.3,1.075,550.0
Clothing,1.1,1.13,27,19,11,5,False,Air,1741,Kraft Paper Mailer,1.45,4.918,550.0
Electronics,21.06,8.65,131,66,5,9,True,Road,2996,Mushroom Pkg (Mycelium),10.22,31.548,601.0
Furniture,14.56,36.25,59,64,48,4,False,Road,1534,Wood Crate,15.3,27.804,405.0
Home Decor,2.84,1.3,15,15,29,10,False,Air,2959,Mushroom Pkg (Mycelium),3.14,21.009,601.0
Clothing,0.15,0.08,22,19,1,1,False,Road,115,Kraft Paper Mailer,0.26,0.009,550.0
Beauty,0.68,0.21,19,8,7,3,True,Road,180,PLA Bioplastic,0.87,0.061,575.0
Electronics,2.49,0.13,30,21,1,9,True,Air,2711,Mushroom Pkg (Mycelium),2.8,16.876,601.0
Clothing,0.17,0.18,23,20,2,1,False,Air,1067,Kraft Paper Mailer,0.27,0.48,550.0
Furniture,58.02,252.5,181,93,75,8,False,Road,355,Wood Crate,102.6,44.819,405.0
Furniture,13.69,35.1,65,60,45,4,False,Road,1289,Wood Crate,14.84,22.622,405.0
Beauty,0.81,0.23,18,8,8,4,True,Air,1028,PLA Bioplastic,1.12,2.082,575.0
Furniture,12.31,5.82,97,60,5,9,False,Road,435,Mushroom Pkg (Mycelium),6.72,2.677,601.0
Electronics,0.31,0.0,15,6,0,9,True,Air,847,Mushroom Pkg (Mycelium),1.92,0.656,601.0
Beauty,0.91,0.22,20,7,8,3,True,Air,1756,PLA Bioplastic,0.96,3.995,575.0
Furniture,11.18,32.36,58,62,45,4,False,Road,2716,Wood Crate,13.74,43.945,405.0
Home Decor,1.35,1.21,14,16,27,9,False,Air,987,Mushroom Pkg (Mycelium),2.34,3.331,601.0
Clothing,1.19,1.32,29,19,12,3,False,Air,2854,Kraft Paper Mailer,1.13,9.418,550.0
Furniture,11.91,37.66,63,61,49,4,False,Road,330,Wood Crate,15.86,6.214,405.0
Home Decor,1.3,1.49,15,16,31,10,False,Air,1465,Mushroom Pkg (Mycelium),2.6,5.457,601.0
Electronics,2.09,0.11,28,20,1,8,True,Air,2948,Mushroom Pkg (Mycelium),2.44,15.403,601.0
Furniture,15.53,4.37,91,60,4,9,False,Road,1306,Mushroom Pkg (Mycelium),8.01,10.141,601.0
Furniture,78.17,269.04,193,82,85,5,False,Road,2718,Wood Crate,108.62,365.625,405.0
Clothing,1.0,1.46,28,20,13,4,False,Air,1359,Kraft Paper Mailer,1.38,4.96,550.0
Electronics,2.06,0.12,32,19,1,7,True,Air,2466,Honeycomb Paper,2.22,12.7,602.0
Electronics,0.27,0.02,14,7,1,7,True,Air,1696,Honeycomb Paper,1.51,1.145,602.0
Furniture,58.72,257.03,190,89,76,6,False,Road,953,Wood Crate,104.01,122.475,405.0
Furniture,13.66,5.01,101,62,4,10,False,Road,784,Mushroom Pkg (Mycelium),7.46,5.355,601.0
Home Decor,1.65,1.25,14,16,28,10,False,Air,2938,Mushroom Pkg (Mycelium),2.66,12.119,601.0
Electronics,0.19,0.01,5,5,1,5,True,Air,1161,Honeycomb Paper,1.08,0.551,602.0
Beauty,0.38,0.03,10,4,4,9,True,Air,2788,Mushroom Pkg (Mycelium),1.95,2.649,601.0
Home Decor,1.4,1.21,15,13,31,9,False,Road,53,Mushroom Pkg (Mycelium),2.36,0.037,601.0
Beauty,0.47,0.04,9,4,5,9,True,Air,1567,Mushroom Pkg (Mycelium),1.99,1.841,601.0
Furniture,14.71,33.69,56,64,47,5,False,Road,1800,Wood Crate,14.48,30.321,405.0
Electronics,0.13,0.01,5,5,1,4,True,Air,1937,Corrugated Cardboard,0.85,0.63,114.0
Electronics,18.24,7.93,115,69,5,10,True,Road,1294,Mushroom Pkg (Mycelium),9.3,11.801,601.0
Beauty,0.44,0.04,10,4,5,8,True,Air,1838,Mushroom Pkg (Mycelium),1.78,2.022,601.0
Furniture,46.13,280.71,217,84,77,7,False,Road,2016,Wood Crate,113.68,282.956,405.0
Furniture,61.56,284.05,202,89,79,8,False,Road,1861,Wood Crate,115.22,264.309,405.0
Electronics,2.48,0.27,32,21,2,8,True,Air,1850,Mushroom Pkg (Mycelium),2.59,11.47,601.0
Home Decor,2.09,1.25,14,16,28,9,False,Air,1072,Mushroom Pkg (Mycelium),2.64,5.601,601.0
Furniture,16.7,4.81,97,62,4,9,False,Road,2223,Mushroom Pkg (Mycelium),8.48,18.562,601.0
Clothing,1.94,3.96,46,43,10,3,True,Air,2299,Kraft Paper Mailer,2.18,22.76,550.0
Electronics,16.74,7.55,131,72,4,10,True,Road,1071,Mushroom Pkg (Mycelium),8.7,8.964,601.0
Beauty,0.26,0.04,9,5,5,8,True,Road,211,Mushroom Pkg (Mycelium),1.7,0.027,601.0
Electronics,0.12,0.01,5,5,1,4,True,Air,1603,Corrugated Cardboard,0.85,0.481,114.0
Electronics,1.72,0.13,32,20,1,7,True,Air,2068,Honeycomb Paper,2.09,8.892,602.0
Clothing,0.17,0.1,26,19,1,2,False,Road,55,Kraft Paper Mailer,0.47,0.005,550.0
Beauty,0.77,0.2,18,8,7,4,True,Air,2924,PLA Bioplastic,1.11,5.629,575.0
Beauty,0.67,0.2,20,7,7,3,True,Air,1582,PLA Bioplastic,0.87,2.65,575.0
Electronics,0.4,0.02,15,6,1,9,True,Air,2118,Mushroom Pkg (Mycelium),1.96,2.118,601.0
Beauty,0.93,0.2,18,7,8,3,True,Air,1284,PLA Bioplastic,0.97,2.985,575.0
Electronics,0.2,0.0,5,4,1,5,True,Road,133,Honeycomb Paper,1.08,0.013,602.0
Beauty,0.62,0.2,18,7,8,3,True,Air,1838,PLA Bioplastic,0.85,2.849,575.0
Clothing,1.51,3.77,51,37,10,4,True,Air,1046,Kraft Paper Mailer,2.31,9.859,550.0
Clothing,1.04,4.32,54,40,10,3,True,Air,2814,Recycled PET Box,2.33,30.391,320.0
Furniture,11.56,30.78,60,57,45,4,False,Road,1680,Wood Crate,13.11,25.855,405.0
Beauty,0.25,0.04,9,5,4,8,True,Air,2152,Cornstarch Foam,1.7,1.345,368.0
Beauty,0.29,0.04,10,4,5,9,True,Air,1542,Mushroom Pkg (Mycelium),1.92,1.118,601.0
Furniture,19.38,6.26,108,58,5,10,False,Road,691,Mushroom Pkg (Mycelium),9.75,6.696,601.0
Furniture,15.58,4.59,94,61,4,9,False,Road,1425,Mushroom Pkg (Mycelium),8.03,11.101,601.0
Furniture,12.82,35.49,54,62,53,4,False,Road,2133,Wood Crate,15.0,37.85,405.0
Beauty,0.81,0.27,21,8,8,4,True,Air,1669,PLA Bioplastic,1.12,3.38,575.0
